Location,Country,County,CSV,Grid Reference,Latitude,Longitude,Elevation
ABBEY-LEIX-BLANDSFORT,Ireland/Republic of Ireland,Queen's County / Laois,ABBEY-LEIX-BLANDSFORT.csv,IS4814786802,52.930,-7.285,532
ABBEY-LEIX-BLANDSFORT,Ireland/Republic of Ireland,Queen's County / Laois,ABBEY-LEIX-BLANDSFORT-2.csv,IS4814786802,52.930,-7.285,532
ABBEY-ST-BATHANS,Scotland,Berwickshire,ABBEY-ST-BATHANS.csv,NT757622,55.852,-2.390,450
ABBOTSBURY-CASTLE,England,Dorset,ABBOTSBURY-CASTLE.csv,SY563850,50.664,-2.619,150
ABBOTSKERSWELL-COURT-GRANGE,England,Devon,ABBOTSKERSWELL-COURT-GRANGE.csv,SX855685,50.505,-3.615,150
ABBOTTS-ANN-ANDOVER,England,Hampshire,ABBOTTS-ANN-ANDOVER.csv,SU331435,51.191,-1.526,200
ABERDARE-ABERNANT,Wales,Glamorgan,ABERDARE-ABERNANT.csv,SO005027,51.715,-3.441,425
ABERDARE-MARDY,Wales,Glamorgan,ABERDARE-MARDY.csv,SO005022,51.710,-3.441,431
ABERDARE-NANTHIR-RES,Wales,Brecknockshire,ABERDARE-NANTHIR-RES.csv,SN988068,51.751,-3.467,860
ABERDARE-NANTHIR-RES,Wales,Brecknockshire,ABERDARE-NANTHIR-RES-2.csv,SN989068,51.751,-3.466,860
ABERDEEN-BANCHORY,Scotland,Kincardineshire,ABERDEEN-BANCHORY.csv,NO702954,57.049,-2.492,95
ABERDEEN-CRANFORD,Scotland,Aberdeenshire,ABERDEEN-CRANFORD.csv,NJ920042,57.129,-2.134,120
ABERDEEN-GORDONS-HOSPITAL,Scotland,Aberdeenshire,ABERDEEN-GORDONS-HOSPITAL.csv,NJ939064,57.149,-2.103,66
ABERDEEN-GORDONS-HOSPITAL,Scotland,Aberdeenshire,ABERDEEN-GORDONS-HOSPITAL-2.csv,NJ939064,57.149,-2.103,66
ABERDEEN-MANNOFIELD-RES,Scotland,Aberdeenshire,ABERDEEN-MANNOFIELD-RES.csv,NJ915042,57.129,-2.142,171
ABERDEEN-MANNOFIELD-RES,Scotland,Aberdeenshire,ABERDEEN-MANNOFIELD-RES-2.csv,NJ915042,57.129,-2.142,171
ABERDEEN-MARISCHAL-COLLEGE,Scotland,Aberdeenshire,ABERDEEN-MARISCHAL-COLLEGE.csv,NJ942064,57.149,-2.096,60
ABERDEEN-OBSERVATORY,Scotland,Aberdeenshire,ABERDEEN-OBSERVATORY.csv,NJ939081,57.164,-2.102,46
ABERDEEN-OBSERVATORY,Scotland,Aberdeenshire,ABERDEEN-OBSERVATORY-2.csv,NJ939081,57.164,-2.102,46
ABERDEEN-OBSERVATORY,Scotland,Aberdeenshire,ABERDEEN-OBSERVATORY-3.csv,NJ939081,57.164,-2.102,46
ABERDEEN-OBSERVATORY,Scotland,Aberdeenshire,ABERDEEN-OBSERVATORY-4.csv,NJ939081,57.164,-2.102,46
ABERDEEN-OBSERVATORY,Scotland,Aberdeenshire,ABERDEEN-OBSERVATORY-5.csv,NJ939081,57.164,-2.102,46
ABERDEEN-ROSE-STREET,Scotland,Aberdeenshire,ABERDEEN-ROSE-STREET.csv,NJ934058,57.144,-2.110,95
ABERDEEN-WALLFIELD,Scotland,Aberdeenshire,ABERDEEN-WALLFIELD.csv,NJ929065,57.149,-2.119,163
ABERDOVEY-PLAS-PENHELIG,Wales,Merionethshire,ABERDOVEY-PLAS-PENHELIG.csv,SN621963,52.547,-4.034,140
ABERFELDY-DALL-AVON,Scotland,Perthshire,ABERFELDY-DALL-AVON.csv,NN853490,56.619,-3.871,320
ABERFELDY-DALL-AVON,Scotland,Perthshire,ABERFELDY-DALL-AVON-2.csv,NN852492,56.621,-3.872,320
ABERFELDY-HRS,Scotland,Perthshire,ABERFELDY-HRS.csv,NN858491,56.620,-3.862,300
ABERFORD-LOTHERTON-HALL,England,Yorkshire West Riding,ABERFORD-LOTHERTON-HALL.csv,SE449360,53.818,-1.318,208
ABERFOYLE-THE-INN,Scotland,Perthshire,ABERFOYLE-THE-INN.csv,NN520010,56.179,-4.386,60
ABERGAVENNY-LARCHFIELD,Wales,Monmouthshire,ABERGAVENNY-LARCHFIELD.csv,SO305143,51.823,-3.010,240
ABERGAVENNY-THE-CHAIN,Wales,Monmouthshire,ABERGAVENNY-THE-CHAIN.csv,SO291154,51.833,-3.030,310
ABERGELDIE-CASTLE,Scotland,Aberdeenshire,ABERGELDIE-CASTLE.csv,NO287952,57.042,-3.177,850
ABERGELE-SEA-ROAD,Wales,Denbighshire,ABERGELE-SEA-ROAD.csv,SH942778,53.287,-3.589,35
ABERGORLECH-COUNCIL-SCHOOL,Wales,Carmarthenshire,ABERGORLECH-COUNCIL-SCHOOL.csv,SN585336,51.983,-4.062,245
ABERGWESYN-NANTNEUADD,Wales,Cardiganshire,ABERGWESYN-NANTNEUADD.csv,SN799525,52.158,-3.757,1290
ABERLADY-MIX,Scotland,East Lothian (Haddington),ABERLADY-MIX.csv,NT461798,56.008,-2.866,15
ABERLADY-MIX,Scotland,East Lothian (Haddington),ABERLADY-MIX-2.csv,NT462798,56.008,-2.864,40
ABERLOUR-MIX,Scotland,Banffshire,ABERLOUR-MIX.csv,NJ271430,57.471,-3.217,300
ABERLOUR-MIX,Scotland,Banffshire,ABERLOUR-MIX-2.csv,NJ271430,57.471,-3.217,320
ABERNETHY-MIX,Scotland,Perthshire,ABERNETHY-MIX.csv,NO167153,56.323,-3.348,120
ABERNETHY-MIX,Scotland,Perthshire,ABERNETHY-MIX-2.csv,NO167153,56.323,-3.348,120
ABERNETHY-MIX,Scotland,Perthshire,ABERNETHY-MIX-3.csv,NO164151,56.321,-3.352,120
ABERPORTH,Wales,Cardiganshire,ABERPORTH.csv,SN247516,52.135,-4.563,376
ABERYSTWYTH-CASTLE-GROUNDS,Wales,Cardiganshire,ABERYSTWYTH-CASTLE-GROUNDS.csv,SN579815,52.413,-4.091,59
ABERYSTWYTH-CORPORATION-YARD,Wales,Cardiganshire,ABERYSTWYTH-CORPORATION-YARD.csv,SN580815,52.413,-4.089,12
ABERYSTWYTH-GOGERDDAN,Wales,Cardiganshire,ABERYSTWYTH-GOGERDDAN.csv,SN629836,52.433,-4.018,80
ABERYSTWYTH-NORTH-PARADE,Wales,Cardiganshire,ABERYSTWYTH-NORTH-PARADE.csv,SN585818,52.416,-4.082,20
ABERYSTWYTH-PLANT-BREEDING-STATION,Wales,Cardiganshire,ABERYSTWYTH-PLANT-BREEDING-STATION.csv,SN605825,52.423,-4.053,452
ABINGDON-CALDECOTT-HOUSE,England,Berkshire,ABINGDON-CALDECOTT-HOUSE.csv,SU493966,51.666,-1.289,177
ABINGDON-CULHAM,England,Oxfordshire,ABINGDON-CULHAM.csv,SU505951,51.652,-1.271,200
ABINGDON-FRILFORD-HEATH,England,Berkshire,ABINGDON-FRILFORD-HEATH.csv,SU447983,51.682,-1.355,240
ABINGDON-NUNEHAM-PARK,England,Oxfordshire,ABINGDON-NUNEHAM-PARK.csv,SU547983,51.681,-1.210,280
ABINGDON-SEWAGE-WORKS,England,Berkshire,ABINGDON-SEWAGE-WORKS.csv,SU496959,51.660,-1.284,170
ABINGDON-THE-FIRS,England,Berkshire,ABINGDON-THE-FIRS.csv,SU487971,51.671,-1.297,180
ABINGDON-UNION,England,Berkshire,ABINGDON-UNION.csv,SU500976,51.675,-1.278,196
ABINGTON-PIGOTTS-ROYSTON,England,Cambridgeshire,ABINGTON-PIGOTTS-ROYSTON.csv,TL304444,52.083,-0.098,98
ACHNAHARD,Scotland,Perthshire,ACHNAHARD.csv,NN527092,56.252,-4.379,474
ACKLETON-MIX,England,Shropshire,ACKLETON-MIX.csv,SO759956,52.558,-2.357,140
ACKLETON-MIX,England,Shropshire,ACKLETON-MIX-2.csv,SO771978,52.578,-2.339,230
ACKLETON-MIX,England,Shropshire,ACKLETON-MIX-3.csv,SO772988,52.587,-2.338,230
ACKLINGTON-AIRFIELD,England,Northumberland,ACKLINGTON-AIRFIELD.csv,NU225007,55.300,-1.647,138
ACKLINGTON-BROOMHILL-COLLIERY,England,Northumberland,ACKLINGTON-BROOMHILL-COLLIERY.csv,NU247010,55.302,-1.612,92
ACKWORTH-SCHOOL,England,Yorkshire West Riding,ACKWORTH-SCHOOL.csv,SE441171,53.649,-1.334,135
ACKWORTH-SCHOOL,England,Yorkshire West Riding,ACKWORTH-SCHOOL-2.csv,SE441171,53.649,-1.334,135
ACKWORTH-VILLA,England,Yorkshire West Riding,ACKWORTH-VILLA.csv,SE447175,53.652,-1.325,135
ACLE,England,Norfolk,ACLE.csv,TG399105,52.640,1.545,30
ACLE,England,Norfolk,ACLE-2.csv,TG400103,52.638,1.547,30
ACRISE-PLACE,England,Kent-stayed-Kent,ACRISE-PLACE.csv,TR192421,51.136,1.133,500
ADDERLEY-NORTON-IN-HALES-MIX,England,Shropshire,ADDERLEY-NORTON-IN-HALES-MIX.csv,SJ664399,52.955,-2.502,290
ADDERLEY-NORTON-IN-HALES-MIX,England,Shropshire,ADDERLEY-NORTON-IN-HALES-MIX-2.csv,SJ703387,52.945,-2.443,335
ADDERLEY-NORTON-IN-HALES-MIX,England,Shropshire,ADDERLEY-NORTON-IN-HALES-MIX-3.csv,SJ702386,52.944,-2.445,350
ADDERLEY-NORTON-IN-HALES-MIX,England,Shropshire,ADDERLEY-NORTON-IN-HALES-MIX-4.csv,SJ661401,52.957,-2.506,270
ADDINGTON-HARES-BANK,England,Surrey-stayed-Surrey,ADDINGTON-HARES-BANK.csv,TQ370627,51.347,-0.034,331
ADDINGTON-HILLS-RES,England,Surrey-stayed-Surrey,ADDINGTON-HILLS-RES.csv,TQ350641,51.360,-0.062,473
ADDINGTON-MANOR-WINSLOW,England,Buckinghamshire,ADDINGTON-MANOR-WINSLOW.csv,SP745282,51.947,-0.917,309
ADDINGTON-MANOR-WINSLOW,England,Buckinghamshire,ADDINGTON-MANOR-WINSLOW-2.csv,SP745282,51.947,-0.917,309
ADDINGTON-PARK-FARM,England,Surrey-stayed-Surrey,ADDINGTON-PARK-FARM.csv,TQ372642,51.360,-0.031,268
ADEL-LAWNS-WOOD-CEMETERY,England,Yorkshire West Riding,ADEL-LAWNS-WOOD-CEMETERY.csv,SE267390,53.847,-1.596,475
AFON-LLIW-BLAEN-LLIW-ISAF,Wales,Merionethshire,AFON-LLIW-BLAEN-LLIW-ISAF.csv,SH804328,52.879,-3.779,1279
AFON-MYNACH-HAFOD-HWYDOG,Wales,Merionethshire,AFON-MYNACH-HAFOD-HWYDOG.csv,SH898436,52.978,-3.643,1189
AHASCRAGH-CLONBROCK,Ireland/Republic of Ireland,Galway,AHASCRAGH-CLONBROCK.csv,IM7436239698,53.407,-8.386,200
AHASCRAGH-CLONBROCK,Ireland/Republic of Ireland,Galway,AHASCRAGH-CLONBROCK-2.csv,IM7436239698,53.407,-8.386,200
AILSA-CRAIG,Scotland,Ayrshire,AILSA-CRAIG.csv,NX025997,55.252,-5.109,35
AIRDRIE-HILLEND,Scotland,Lanarkshire,AIRDRIE-HILLEND.csv,NS826676,55.887,-3.879,620
AITNACH,Scotland,Aberdeenshire,AITNACH.csv,NO413918,57.014,-2.968,1260
ALCESTER-RAGLEY,England,Warwickshire,ALCESTER-RAGLEY.csv,SP071555,52.198,-1.897,270
ALCESTER-RAGLEY,England,Warwickshire,ALCESTER-RAGLEY-2.csv,SP075562,52.204,-1.891,150
ALCESTER-SAMBOURNE,England,Warwickshire,ALCESTER-SAMBOURNE.csv,SP055636,52.271,-1.921,344
ALDBOROUGH-ALDRINGHAM,England,Suffolk,ALDBOROUGH-ALDRINGHAM.csv,TM447612,52.195,1.579,50
ALDERLEY-RECTORY,England,Cheshire,ALDERLEY-RECTORY.csv,SJ841761,53.282,-2.240,310
ALDHAM,England,Suffolk,ALDHAM.csv,TM030456,52.072,0.961,160
ALDRIDGE-BOURNE-VALE,England,Staffordshire,ALDRIDGE-BOURNE-VALE.csv,SP074997,52.595,-1.892,419
ALDWINKLE-ST-PETER,England,Northamptonshire,ALDWINKLE-ST-PETER.csv,TL006818,52.425,-0.522,175
ALDWORTH-READING,England,Berkshire,ALDWORTH-READING.csv,SU554794,51.511,-1.203,500
ALFORD-ABERDEENSHIRE,Scotland,Aberdeenshire,ALFORD-ABERDEENSHIRE.csv,NJ553161,57.234,-2.742,420
ALFORD-CEMETERY,England,Lincolnshire,ALFORD-CEMETERY.csv,TF458755,53.257,0.184,29
ALFORD-CEMETERY,England,Lincolnshire,ALFORD-CEMETERY-2.csv,TF456756,53.257,0.181,30
ALKHAM-LOWER-STANDEN,England,Kent-stayed-Kent,ALKHAM-LOWER-STANDEN.csv,TR240404,51.119,1.199,248
ALLENHEADS,England,Northumberland,ALLENHEADS.csv,NY858457,54.806,-2.221,1400
ALLENHEADS,England,Northumberland,ALLENHEADS-2.csv,NY852483,54.830,-2.219,1360
ALLENHEADS,England,Northumberland,ALLENHEADS-3.csv,NY852483,54.830,-2.219,1353
ALLENHEADS,England,Northumberland,ALLENHEADS-4.csv,NY852483,54.830,-2.219,1353
ALLOA-HOUSE-GDNS,Scotland,Clackmannanshire,ALLOA-HOUSE-GDNS.csv,NS892925,56.112,-3.783,50
ALLOA-WW-GARTMORN-RES,Scotland,Clackmannanshire,ALLOA-WW-GARTMORN-RES.csv,NS915937,56.124,-3.747,172
ALLT-A-CHOIN,Scotland,Perthshire,ALLT-A-CHOIN.csv,NN414145,56.296,-4.564,1250
ALLT-A-CHOIN,Scotland,Perthshire,ALLT-A-CHOIN-2.csv,NN414145,56.296,-4.564,1250
ALNESS-ARDROSS-CASTLE,Scotland,Ross and Cromarty,ALNESS-ARDROSS-CASTLE.csv,NH611741,57.735,-4.335,450
ALNESS-ARDROSS-SCHOOL,Scotland,Ross and Cromarty,ALNESS-ARDROSS-SCHOOL.csv,NH644736,57.732,-4.279,490
ALNWICK-CASTLE,England,Northumberland,ALNWICK-CASTLE.csv,NU186135,55.415,-1.708,178
ALNWICK-GLANTON-PIKE,England,Northumberland,ALNWICK-GLANTON-PIKE.csv,NU058142,55.422,-1.910,517
ALNWICK-MIX,England,Northumberland,ALNWICK-MIX.csv,NU185137,55.417,-1.709,115
ALNWICK-MIX,England,Northumberland,ALNWICK-MIX-2.csv,NU182157,55.435,-1.714,400
ALNWICK-MIX,England,Northumberland,ALNWICK-MIX-3.csv,NU185128,55.409,-1.709,304
ALNWICK-MIX,England,Northumberland,ALNWICK-MIX-4.csv,NU187133,55.413,-1.706,214
ALRESFORD-OVINGTON-RECTORY,England,Hampshire,ALRESFORD-OVINGTON-RECTORY.csv,SU562317,51.082,-1.199,221
ALSTON,England,Cumberland,ALSTON.csv,NY717468,54.815,-2.442,920
ALSTON,England,Cumberland,ALSTON-2.csv,NY780438,54.789,-2.344,940
ALSTON-LOVELADY,England,Cumberland,ALSTON-LOVELADY.csv,NY756463,54.811,-2.381,1240
ALSTON-NENTHEAD,England,Cumberland,ALSTON-NENTHEAD.csv,NY775442,54.793,-2.351,1416
ALSTON-NENTHEAD,England,Cumberland,ALSTON-NENTHEAD-2.csv,NY780438,54.789,-2.343,1450
ALSTON-NENTHEAD,England,Cumberland,ALSTON-NENTHEAD-3.csv,NY787432,54.783,-2.333,1463
ALSTONFIELD-VICARAGE,England,Staffordshire,ALSTONFIELD-VICARAGE.csv,SK132553,53.095,-1.804,909
ALTHORP-HOUSE,England,Northamptonshire,ALTHORP-HOUSE.csv,SP682652,52.281,-1.002,310
ALTNABREAC-HRS,Scotland,Caithness,ALTNABREAC-HRS.csv,ND003456,58.388,-3.707,500
ALTNABREAC-HRS,Scotland,Caithness,ALTNABREAC-HRS-2.csv,ND003456,58.388,-3.707,500
ALTRINCHAM-BARRINGTON-HOUSE,England,Cheshire,ALTRINCHAM-BARRINGTON-HOUSE.csv,SJ769884,53.392,-2.349,103
ALTRINCHAM-NORMANS-PLACE,England,Cheshire,ALTRINCHAM-NORMANS-PLACE.csv,SJ765877,53.386,-2.355,150
ALTRINCHAM-NORMANS-PLACE,England,Cheshire,ALTRINCHAM-NORMANS-PLACE-2.csv,SJ765877,53.386,-2.355,150
ALVIE-MIX,Scotland,Inverness,ALVIE-MIX.csv,NH863093,57.160,-3.881,720
ALVIE-MIX,Scotland,Inverness,ALVIE-MIX-2.csv,NH838075,57.144,-3.921,800
ALWINTON-BIDDLESTON,England,Northumberland,ALWINTON-BIDDLESTON.csv,NT955083,55.369,-2.073,820
ALWINTON-HARBOTTLE,England,Northumberland,ALWINTON-HARBOTTLE.csv,NT931047,55.336,-2.110,500
AMBLESIDE-HIGH-CLOSE,England,Westmorland,AMBLESIDE-HIGH-CLOSE.csv,NY338052,54.438,-3.022,553
AMBLESIDE-HIGH-CLOSE,England,Westmorland,AMBLESIDE-HIGH-CLOSE-2.csv,NY338052,54.438,-3.022,553
AMBLESIDE-LESKETH-HOWE,England,Westmorland,AMBLESIDE-LESKETH-HOWE.csv,NY372049,54.436,-2.970,175
AMBLESIDE-LOW-NOOK,England,Westmorland,AMBLESIDE-LOW-NOOK.csv,NY376047,54.434,-2.963,150
AMBLESIDE-NOOK-COTTAGE,England,Westmorland,AMBLESIDE-NOOK-COTTAGE.csv,NY375049,54.436,-2.964,229
AMERSHAM-COMMON-THE-PLANTATION,England,Buckinghamshire,AMERSHAM-COMMON-THE-PLANTATION.csv,SU976984,51.676,-0.590,464
AMHUINSUIDH-CASTLE,Scotland,Inverness,AMHUINSUIDH-CASTLE.csv,NB049078,57.961,-6.991,12
AMLWCH-DYFFRYN-ADDA,Wales,Anglesey,AMLWCH-DYFFRYN-ADDA.csv,SH438913,53.395,-4.351,178
AMPTHILL-HAYNES-PARK,England,Bedfordshire,AMPTHILL-HAYNES-PARK.csv,TL078417,52.063,-0.429,285
AMPTHILL-HIGHAM-BURY,England,Bedfordshire,AMPTHILL-HIGHAM-BURY.csv,TL051329,51.985,-0.471,310
AMPTHILL-LIDLINGTON,England,Bedfordshire,AMPTHILL-LIDLINGTON.csv,SP991390,52.041,-0.557,235
AMPTHILL-MIX,England,Bedfordshire,AMPTHILL-MIX.csv,TL037381,52.032,-0.490,320
AMPTHILL-MIX,England,Bedfordshire,AMPTHILL-MIX-2.csv,TL032377,52.028,-0.497,313
AMPTHILL-SILSOE,England,Bedfordshire,AMPTHILL-SILSOE.csv,TL080358,52.010,-0.428,214
ANCHOR-KERRY-FOREST,Wales,Montgomeryshire,ANCHOR-KERRY-FOREST.csv,SO172857,52.463,-3.220,1250
ANCRUM-MONTEVIOT,Scotland,Roxburghshire,ANCRUM-MONTEVIOT.csv,NT643250,55.517,-2.567,210
ANGERSLEIGH-LEIGH-COURT,England,Somerset,ANGERSLEIGH-LEIGH-COURT.csv,ST199187,50.962,-3.142,350
ANGERSLEIGH-LEIGH-RES,England,Somerset,ANGERSLEIGH-LEIGH-RES.csv,ST197176,50.952,-3.145,530
ANNACARTER-SCHOOLHOUSE,Ireland/Republic of Ireland,Wicklow,ANNACARTER-SCHOOLHOUSE.csv,IO1928305780,53.090,-6.220,750
ANNAGHANOON,Ireland/Northern Ireland,Down,ANNAGHANOON.csv,IJ109534,54.417,-6.292,200
ANNAN-WARMANBIE,Scotland,Dumfriesshire,ANNAN-WARMANBIE.csv,NY195689,55.009,-3.260,100
ANNAT-COTTAGE-PERTHSHIRE,Scotland,Perthshire,ANNAT-COTTAGE-PERTHSHIRE.csv,NO224265,56.424,-3.259,170
ANNAT-COTTAGE-PERTHSHIRE,Scotland,Perthshire,ANNAT-COTTAGE-PERTHSHIRE-2.csv,NO224265,56.424,-3.259,200
ANTRIM-ARDNAVEIGH,Ireland/Northern Ireland,Antrim,ANTRIM-ARDNAVEIGH.csv,IJ1682887890,54.726,-6.187,210
ANTRIM-THE-MANSE,Ireland/Northern Ireland,Antrim,ANTRIM-THE-MANSE.csv,IJ150865,54.714,-6.214,150
APPIN-AIRDS,Scotland,Argyll,APPIN-AIRDS.csv,NM909449,56.549,-5.403,38
APPIN-AIRDS,Scotland,Argyll,APPIN-AIRDS-2.csv,NM909449,56.549,-5.403,38
APPLEBY-CASTLE-BANK,England,Westmorland,APPLEBY-CASTLE-BANK.csv,NY686197,54.572,-2.487,440
APPLEBY-VIC,England,Lincolnshire,APPLEBY-VIC.csv,SE951150,53.623,-0.564,35
APPLEBY-VIC,England,Lincolnshire,APPLEBY-VIC-2.csv,SE951146,53.619,-0.564,60
APPLEBY-WESTMORLAND,England,Westmorland,APPLEBY-WESTMORLAND.csv,NY684203,54.577,-2.490,442
APPLECROSS-GDNS,Scotland,Ross and Cromarty,APPLECROSS-GDNS.csv,NG723456,57.443,-5.796,70
APPLETON-RES,England,Cheshire,APPLETON-RES.csv,SJ602845,53.356,-2.599,120
APPLETON-RES,England,Cheshire,APPLETON-RES-2.csv,SJ602845,53.356,-2.599,120
APSLEY-GUISE-OAKLANDS,England,Bedfordshire,APSLEY-GUISE-OAKLANDS.csv,SP944355,52.010,-0.626,433
APSLEY-GUISE-OAKLANDS,England,Bedfordshire,APSLEY-GUISE-OAKLANDS-2.csv,SP944355,52.010,-0.626,433
APSLEY-GUISE-OAKLANDS,England,Bedfordshire,APSLEY-GUISE-OAKLANDS-3.csv,SP944355,52.010,-0.626,433
ARBROATH,Scotland,Angus (Forfar),ARBROATH.csv,NO641404,56.555,-2.586,6
ARBROATH-DISHLAND-HILL,Scotland,Angus (Forfar),ARBROATH-DISHLAND-HILL.csv,NO637406,56.556,-2.592,69
ARBROATH-KEPTIE-ROAD,Scotland,Angus (Forfar),ARBROATH-KEPTIE-ROAD.csv,NO634411,56.561,-2.595,65
ARBROATH-MUIRHEADS-RES,Scotland,Angus (Forfar),ARBROATH-MUIRHEADS-RES.csv,NO607443,56.589,-2.641,251
ARBROATH-ST-VIGEANS,Scotland,Angus (Forfar),ARBROATH-ST-VIGEANS.csv,NO638429,56.577,-2.590,55
ARBROATH-WW,Scotland,Angus (Forfar),ARBROATH-WW.csv,NO634407,56.557,-2.597,58
ARBROATH-WW,Scotland,Angus (Forfar),ARBROATH-WW-2.csv,NO634407,56.557,-2.597,58
ARBROATH-WW,Scotland,Angus (Forfar),ARBROATH-WW-3.csv,NO635407,56.557,-2.595,157
ARBROATH-WW,Scotland,Angus (Forfar),ARBROATH-WW-4.csv,NO635407,56.557,-2.595,157
ARDCLACH-GLENFERNESS,Scotland,Nairnshire,ARDCLACH-GLENFERNESS.csv,NH936428,57.463,-3.775,700
ARDCLACH-GLENFERNESS,Scotland,Nairnshire,ARDCLACH-GLENFERNESS-2.csv,NH937430,57.465,-3.774,700
ARDEE-LISRENNY,Ireland/Republic of Ireland,Louth,ARDEE-LISRENNY.csv,IN9559295463,53.900,-6.546,75
ARDGOUR-HOUSE,Scotland,Argyll,ARDGOUR-HOUSE.csv,NM994639,56.724,-5.280,60
ARDGOUR-HOUSE,Scotland,Argyll,ARDGOUR-HOUSE-2.csv,NM994639,56.724,-5.280,60
ARDGOUR-HOUSE,Scotland,Argyll,ARDGOUR-HOUSE-3.csv,NM994639,56.724,-5.280,60
ARDKINGLAS,Scotland,Argyll,ARDKINGLAS.csv,NN175104,56.251,-4.947,37
ARDNADREAN,Ireland/Republic of Ireland,Donegal,ARDNADREAN.csv,IB919322,55.138,-8.128,39
ARDNAMURCHAN-LIGHTHOUSE,Scotland,Argyll,ARDNAMURCHAN-LIGHTHOUSE.csv,NM416675,56.727,-6.226,79
ARDRISHAIG,Scotland,Argyll,ARDRISHAIG.csv,NR852853,56.012,-5.447,48
ARDROSSAN,Scotland,Ayrshire,ARDROSSAN.csv,NS230425,55.644,-4.814,10
ARDROSSAN-KIRKHALL,Scotland,Ayrshire,ARDROSSAN-KIRKHALL.csv,NS238438,55.656,-4.801,106
ARDSLEY-JAW-HILL,England,Yorkshire West Riding,ARDSLEY-JAW-HILL.csv,SE293233,53.705,-1.558,314
ARDSLEY-RES,England,Yorkshire West Riding,ARDSLEY-RES.csv,SE287248,53.719,-1.567,395
ARDSLEY-RES,England,Yorkshire West Riding,ARDSLEY-RES-2.csv,SE289245,53.717,-1.563,326
ARDSLEY-RES,England,Yorkshire West Riding,ARDSLEY-RES-3.csv,SE287249,53.720,-1.567,395
ARDTREA,Ireland/Northern Ireland,Londonderry,ARDTREA.csv,NV982358,54.627,-6.676,191
ARENIG,Wales,Merionethshire,ARENIG.csv,SH839391,52.937,-3.729,1348
ARISAIG-FAIRE-NA-SGUIR,Scotland,Inverness,ARISAIG-FAIRE-NA-SGUIR.csv,NM658855,56.901,-5.848,30
ARISAIG-HOUSE,Scotland,Inverness,ARISAIG-HOUSE.csv,NM692848,56.897,-5.791,40
ARKHOLME-STORRS,England,Lancashire,ARKHOLME-STORRS.csv,SD576713,54.136,-2.650,220
ARMAGH-LLOYD,Ireland/Northern Ireland,Armagh,ARMAGH-LLOYD.csv,IH878455,54.351,-6.650,148
ARMAGH-OBSERVATORY,Ireland/Northern Ireland,Armagh,ARMAGH-OBSERVATORY.csv,NV979052,54.353,-6.650,207
ARMAGH-OBSERVATORY,Ireland/Northern Ireland,Armagh,ARMAGH-OBSERVATORY-2.csv,NV979052,54.353,-6.650,204
ARMBOTH,England,Cumberland,ARMBOTH.csv,NY306171,54.545,-3.074,550
ARMBOTH-FELLS-THE-PEWITTS,England,Cumberland,ARMBOTH-FELLS-THE-PEWITTS.csv,NY290169,54.542,-3.099,1650
ARNCLIFFE-VICARAGE,England,Yorkshire West Riding,ARNCLIFFE-VICARAGE.csv,SD933719,54.143,-2.104,734
ARNCLIFFE-VICARAGE,England,Yorkshire West Riding,ARNCLIFFE-VICARAGE-2.csv,SD933719,54.143,-2.104,734
ARNCLIFFE-VICARAGE,England,Yorkshire West Riding,ARNCLIFFE-VICARAGE-3.csv,SD933719,54.143,-2.104,732
ARNFIELD-RES,England,Cheshire,ARNFIELD-RES.csv,SK011971,53.471,-1.985,512
ARNFIELD-RES,England,Cheshire,ARNFIELD-RES-2.csv,SK011971,53.471,-1.985,512
ARRAN-DOUGARIE,Scotland,Bute,ARRAN-DOUGARIE.csv,NR883372,55.582,-5.360,50
ARRAN-DOUGARIE,Scotland,Bute,ARRAN-DOUGARIE-SINGLEYEAR.csv,NR883372,55.582,-5.360,50
ARUNDEL-CLAPHAM-RECTORY,England,Sussex,ARUNDEL-CLAPHAM-RECTORY.csv,TQ094063,50.846,-0.447,150
ARUNDEL-DALE-PARK,England,Sussex,ARUNDEL-DALE-PARK.csv,SU974101,50.883,-0.615,320
ARUNDEL-PATCHING,England,Sussex,ARUNDEL-PATCHING.csv,TQ087066,50.849,-0.457,180
ARUNDEL-PATCHING,England,Sussex,ARUNDEL-PATCHING-2.csv,TQ088063,50.846,-0.456,130
ARUNDEL-YAPTON-BONHAMS,England,Sussex,ARUNDEL-YAPTON-BONHAMS.csv,SU975033,50.821,-0.617,24
ARUNDEL-YAPTON-DROVE-FARM,England,Sussex,ARUNDEL-YAPTON-DROVE-FARM.csv,SU969029,50.818,-0.626,14
ASCOT-WINKFIELD-MANOR,England,Berkshire,ASCOT-WINKFIELD-MANOR.csv,SU909705,51.426,-0.694,240
ASCOT-WINKFIELD-MANOR,England,Berkshire,ASCOT-WINKFIELD-MANOR-2.csv,SU909705,51.426,-0.694,240
ASCOT-WINKFIELD-MANOR,England,Berkshire,ASCOT-WINKFIELD-MANOR-3.csv,SU909705,51.426,-0.694,220
ASH-BOCKING-VICARAGE,England,Suffolk,ASH-BOCKING-VICARAGE.csv,TM170548,52.149,1.170,231
ASH-BOCKING-VICARAGE,England,Suffolk,ASH-BOCKING-VICARAGE-2.csv,TM170548,52.149,1.170,231
ASHBURTON-DRUID-HOUSE,England,Devon,ASHBURTON-DRUID-HOUSE.csv,SX744711,50.526,-3.773,570
