Location,Country,County,CSV,Grid Reference,Latitude,Longitude,Elevation
CAMBRIDGE-CORPORATION-PUMPING-STATION,England,Cambridgeshire,CAMBRIDGE-CORPORATION-PUMPING-STATION.csv,TL466593,52.212,0.144,42
CAMBRIDGE-CORPORATION-STORE-YARD,England,Cambridgeshire,CAMBRIDGE-CORPORATION-STORE-YARD.csv,TL464579,52.200,0.141,52
CAMBRIDGE-GRANCHESTER,England,Cambridgeshire,CAMBRIDGE-GRANCHESTER.csv,TL435550,52.175,0.097,31
CAMBRIDGE-OBSERVATORY,England,Cambridgeshire,CAMBRIDGE-OBSERVATORY.csv,TL434594,52.214,0.098,85
CAMBRIDGE-OBSERVATORY,England,Cambridgeshire,CAMBRIDGE-OBSERVATORY-2.csv,TL434594,52.214,0.098,84
CAMBRIDGE-PINEHURST,England,Cambridgeshire,CAMBRIDGE-PINEHURST.csv,TL438579,52.201,0.103,36
CAMBRIDGE-SIDNEY-STREET,England,Cambridgeshire,CAMBRIDGE-SIDNEY-STREET.csv,TL450585,52.206,0.121,83
CAMBRIDGE-TRINITY-COLLEGE,England,Cambridgeshire,CAMBRIDGE-TRINITY-COLLEGE.csv,TL447586,52.207,0.116,40
CAMBRIDGE-WW-CHERRY-HINTON,England,Cambridgeshire,CAMBRIDGE-WW-CHERRY-HINTON.csv,TL474562,52.184,0.155,35
CAMBUSLANG-GREENLEES-FILTERS,Scotland,Lanarkshire,CAMBUSLANG-GREENLEES-FILTERS.csv,NS640590,55.805,-4.171,322
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-10.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-2.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-3.csv,TQ296845,51.545,-0.132,121
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-4.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-5.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-6.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-7.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-8.csv,TQ294844,51.544,-0.135,111
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-9.csv,TQ294844,51.544,-0.135,113
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-NZ.csv,TQ294844,51.544,-0.135,113
CAMDEN-SQUARE,England,Middlesex-became-London,CAMDEN-SQUARE-ROOF.csv,TQ294844,51.544,-0.135,-999999
CAMDEN-TOWN,England,Middlesex-became-London,CAMDEN-TOWN.csv,TQ292834,51.535,-0.139,70
CAMERTON-VICARAGE,England,Cumberland,CAMERTON-VICARAGE.csv,NY023305,54.660,-3.516,200
CAMPBELTOWN-SOUTH-PARK,Scotland,Argyll,CAMPBELTOWN-SOUTH-PARK.csv,NR724197,55.418,-5.598,20
CAMPBELTOWN-SOUTH-PARK,Scotland,Argyll,CAMPBELTOWN-SOUTH-PARK-2.csv,NR719203,55.423,-5.606,20
CANNINGTON-ASHFORD-WW,England,Somerset,CANNINGTON-ASHFORD-WW.csv,ST237385,51.141,-3.092,102
CANON-FROME-VIC,England,Herefordshire,CANON-FROME-VIC.csv,SO651433,52.087,-2.511,252
CANONBIE-BYREBURNFOOT,Scotland,Dumfriesshire,CANONBIE-BYREBURNFOOT.csv,NY390778,55.091,-2.956,160
CANONBIE-IRVINE-HOUSE,Scotland,Dumfriesshire,CANONBIE-IRVINE-HOUSE.csv,NY374806,55.116,-2.983,200
CANONBIE-SCHOOL,Scotland,Dumfriesshire,CANONBIE-SCHOOL.csv,NY396766,55.080,-2.947,140
CANTERBURY-BURGATE-STREET,England,Kent-stayed-Kent,CANTERBURY-BURGATE-STREET.csv,TR151578,51.279,1.083,58
CANTERBURY-HARBLEDOWN,England,Kent-stayed-Kent,CANTERBURY-HARBLEDOWN.csv,TR133580,51.281,1.057,150
CANTERBURY-HARBLEDOWN,England,Kent-stayed-Kent,CANTERBURY-HARBLEDOWN-2.csv,TR133580,51.281,1.057,150
CANTERBURY-LONDON-ROAD,England,Kent-stayed-Kent,CANTERBURY-LONDON-ROAD.csv,TR141583,51.284,1.069,66
CANTERBURY-SEWAGE-WORKS,England,Kent-stayed-Kent,CANTERBURY-SEWAGE-WORKS.csv,TR166596,51.294,1.105,15
CAPE-WRATH,Scotland,Sutherland,CAPE-WRATH.csv,NC259747,58.625,-5.000,355
CAPERNOCH-THORNHILL,Scotland,Dumfriesshire,CAPERNOCH-THORNHILL.csv,NX843938,55.225,-3.820,300
CAPPOQUIN-HOUSE,Ireland/Republic of Ireland,Waterford,CAPPOQUIN-HOUSE.csv,IX1028499760,52.150,-7.850,283
CAPPOQUIN-MOUNT-MELLERAY,Ireland/Republic of Ireland,Waterford,CAPPOQUIN-MOUNT-MELLERAY.csv,IS0982003927,52.187,-7.857,760
CARBETH,Scotland,Stirlingshire,CARBETH.csv,NS526794,55.985,-4.363,150
CARDIFF-CATHAY,Wales,Glamorgan,CARDIFF-CATHAY.csv,ST180783,51.498,-3.182,92
CARDIFF-COGAN-PUMPING-STATION,Wales,Glamorgan,CARDIFF-COGAN-PUMPING-STATION.csv,ST171729,51.449,-3.194,122
CARDIFF-ELY-PUMPING-STATION,Wales,Glamorgan,CARDIFF-ELY-PUMPING-STATION.csv,ST141765,51.481,-3.238,53
CARDIFF-FAIRWATER,Wales,Glamorgan,CARDIFF-FAIRWATER.csv,ST139776,51.491,-3.240,59
CARDIFF-HEATH-FILTERS,Wales,Glamorgan,CARDIFF-HEATH-FILTERS.csv,ST181799,51.512,-3.182,132
CARDIFF-LISVANE,Wales,Glamorgan,CARDIFF-LISVANE.csv,ST190822,51.533,-3.169,150
CARDIFF-LLANISHEN-RES,Wales,Glamorgan,CARDIFF-LLANISHEN-RES.csv,ST188815,51.527,-3.172,155
CARDIFF-RADYR,Wales,Glamorgan,CARDIFF-RADYR.csv,ST140790,51.504,-3.240,150
CARDIFF-WW-NANT-PENIG,Wales,Brecknockshire,CARDIFF-WW-NANT-PENIG.csv,SN977191,51.861,-3.487,2000
CARDIGAN-COUNTY-SCHOOL,Wales,Cardiganshire,CARDIGAN-COUNTY-SCHOOL.csv,SN181466,52.088,-4.656,100
CARDINGTON,England,Bedfordshire,CARDINGTON.csv,TL083464,52.105,-0.420,106
CARDINGTON,England,Bedfordshire,CARDINGTON-2.csv,TL081463,52.105,-0.422,136
CARDINGTON,England,Bedfordshire,CARDINGTON-3.csv,TL087480,52.120,-0.413,88
CARGEN-DUMFRIES,Scotland,Kirkcudbrightshire,CARGEN-DUMFRIES.csv,NX963724,55.035,-3.624,80
CARLESGILL,Scotland,Dumfriesshire,CARLESGILL.csv,NY330879,55.182,-3.053,370
CARLISLE,England,Cumberland,CARLISLE.csv,NY404554,54.890,-2.930,58
CARLISLE-ABBEY-STREET,England,Cumberland,CARLISLE-ABBEY-STREET.csv,NY397560,54.895,-2.941,82
CARLISLE-ATHENAEUM,England,Cumberland,CARLISLE-ATHENAEUM.csv,NY402557,54.893,-2.933,76
CARLISLE-BUNKERS-HILL,England,Cumberland,CARLISLE-BUNKERS-HILL.csv,NY367547,54.883,-2.988,184
CARLISLE-CASTLETOWN,England,Cumberland,CARLISLE-CASTLETOWN.csv,NY348621,54.949,-3.019,25
CARLISLE-DENTON-HOLME,England,Cumberland,CARLISLE-DENTON-HOLME.csv,NY396547,54.883,-2.943,57
CARLISLE-NEWBY-GRANGE,England,Cumberland,CARLISLE-NEWBY-GRANGE.csv,NY460586,54.919,-2.844,64
CARLISLE-OSO,England,Cumberland,CARLISLE-OSO.csv,NY405557,54.893,-2.929,123
CARLISLE-PARHAMBECK,England,Cumberland,CARLISLE-PARHAMBECK.csv,NY392558,54.894,-2.949,45
CARLISLE-RICKERBY,England,Cumberland,CARLISLE-RICKERBY.csv,NY413570,54.904,-2.917,52
CARLISLE-ROSE-HILL,England,Cumberland,CARLISLE-ROSE-HILL.csv,NY434561,54.896,-2.884,102
CARLISLE-SCALEBY,England,Cumberland,CARLISLE-SCALEBY.csv,NY452631,54.960,-2.857,112
CARLISLE-SCALEBY,England,Cumberland,CARLISLE-SCALEBY-2.csv,NY452631,54.960,-2.857,112
CARLISLE-SHADDONGATE,England,Cumberland,CARLISLE-SHADDONGATE.csv,NY394557,54.893,-2.945,39
CARLISLE-SPITAL-CEMETERY,England,Cumberland,CARLISLE-SPITAL-CEMETERY.csv,NY391544,54.881,-2.950,114
CARLISLE-STANWIX,England,Cumberland,CARLISLE-STANWIX.csv,NY399568,54.902,-2.939,100
CARLISLE-WREAY-VICARAGE,England,Cumberland,CARLISLE-WREAY-VICARAGE.csv,NY435488,54.831,-2.881,310
CARLOW-BROWNES-HILL,Ireland/Republic of Ireland,Carlow,CARLOW-BROWNES-HILL.csv,IS7533076159,52.831,-6.883,291
CARLTON-LE-MOORLAND,England,Lincolnshire,CARLTON-LE-MOORLAND.csv,SK905580,53.112,-0.649,49
CARLUKE-COLDSTREAM-RES,Scotland,Lanarkshire,CARLUKE-COLDSTREAM-RES.csv,NS874498,55.729,-3.794,800
CARLUKE-COLDSTREAM-RES,Scotland,Lanarkshire,CARLUKE-COLDSTREAM-RES-2.csv,NS874498,55.729,-3.794,800
CARMARTHEN-ASYLUM,Wales,Carmarthenshire,CARMARTHEN-ASYLUM.csv,SN394201,51.856,-4.333,189
CARMARTHEN-CWMOERNANT-RES,Wales,Carmarthenshire,CARMARTHEN-CWMOERNANT-RES.csv,SN419211,51.866,-4.298,135
CARMARTHEN-FRYN-HIR,Wales,Carmarthenshire,CARMARTHEN-FRYN-HIR.csv,SN486201,51.859,-4.200,155
CARMARTHEN-GAOL,Wales,Carmarthenshire,CARMARTHEN-GAOL.csv,SN413200,51.856,-4.306,92
CARMARTHEN-MODEL-AND-PRACTISING-SCHOOL,Wales,Carmarthenshire,CARMARTHEN-MODEL-AND-PRACTISING-SCHOOL.csv,SN407202,51.858,-4.315,65
CARMARTHEN-THE-FRIARY,Wales,Carmarthenshire,CARMARTHEN-THE-FRIARY.csv,SN409199,51.855,-4.312,60
CARNARVON-BELAN-FORT,Wales,Caernarfonshire,CARNARVON-BELAN-FORT.csv,SH440609,53.122,-4.333,12
CARNO,Wales,Montgomeryshire,CARNO.csv,SN957973,52.563,-3.540,550
CARNO,Wales,Montgomeryshire,CARNO-2.csv,SN959969,52.560,-3.537,618
CARNO-TYBRITH,Wales,Montgomeryshire,CARNO-TYBRITH.csv,SN960967,52.558,-3.536,595
CARNOUSTIE,Scotland,Angus (Forfar),CARNOUSTIE.csv,NO569344,56.500,-2.702,16
CARNOUSTIE,Scotland,Angus (Forfar),CARNOUSTIE-2.csv,NO558344,56.500,-2.719,19
CARRIBBER-RES,Scotland,West Lothian (Linlithgow),CARRIBBER-RES.csv,NS972749,55.956,-3.648,350
CARRICK-ON-SUIR-SESKIN,Ireland/Republic of Ireland,Waterford,CARRICK-ON-SUIR-SESKIN.csv,IS3849020516,52.335,-7.436,542
CARRICKFERGUS-COPELAND,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-COPELAND.csv,NW571437,54.730,-5.774,424
CARRICKFERGUS-COPELAND,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-COPELAND-2.csv,NW571437,54.730,-5.774,424
CARRICKFERGUS-COPELAND,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-COPELAND-3.csv,NW571439,54.732,-5.774,427
CARRICKFERGUS-COPELAND,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-COPELAND-4.csv,NW571437,54.730,-5.774,424
CARRICKFERGUS-DORISLAND,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-DORISLAND.csv,IJ389881,54.722,-5.849,250
CARRICKFERGUS-DORISLAND,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-DORISLAND-2.csv,IJ386879,54.720,-5.850,271
CARRICKFERGUS-LOUGH-MOURNE,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-LOUGH-MOURNE.csv,NW555470,54.759,-5.801,596
CARRICKFERGUS-LOUGH-MOURNE,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-LOUGH-MOURNE-2.csv,NW555470,54.759,-5.801,596
CARRICKFERGUS-NORTH-WOODBURN,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-NORTH-WOODBURN.csv,NW503439,54.728,-5.879,735
CARRICKFERGUS-NORTH-WOODBURN,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-NORTH-WOODBURN-2.csv,NW503439,54.728,-5.879,735
CARRICKFERGUS-SOUTH-WOODBURN,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-SOUTH-WOODBURN.csv,NW515442,54.732,-5.861,640
CARRICKFERGUS-SOUTH-WOODBURN,Ireland/Northern Ireland,Antrim,CARRICKFERGUS-SOUTH-WOODBURN-2.csv,NW508444,54.733,-5.872,640
CARRICKMINES-CLAREMONT,Ireland/Republic of Ireland,Dublin,CARRICKMINES-CLAREMONT.csv,IO2219625105,53.262,-6.169,300
CARRINGTON-GRANGE,England,Lincolnshire,CARRINGTON-GRANGE.csv,TF312545,53.072,-0.043,15
CARRINGTON-HACKERLEY-BRIDGE-FARM,England,Lincolnshire,CARRINGTON-HACKERLEY-BRIDGE-FARM.csv,TF313539,53.066,-0.042,12
CARRINGTON-HACKERLEY-BRIDGE-FARM,England,Lincolnshire,CARRINGTON-HACKERLEY-BRIDGE-FARM-2.csv,TF321529,53.057,-0.030,12
CARRUCHAN-DUMFRIES,Scotland,Kirkcudbrightshire,CARRUCHAN-DUMFRIES.csv,NX949738,55.048,-3.647,100
CARSHALTON-SEWAGE-WORKS,England,Surrey-stayed-Surrey,CARSHALTON-SEWAGE-WORKS.csv,TQ289665,51.383,-0.149,118
CARSPHAIRN,Scotland,Kirkcudbrightshire,CARSPHAIRN.csv,NX561931,55.212,-4.262,574
CARSPHAIRN-KNOCKGRAY,Scotland,Kirkcudbrightshire,CARSPHAIRN-KNOCKGRAY.csv,NX576932,55.212,-4.240,641
CARSPHAIRN-SHIEL,Scotland,Kirkcudbrightshire,CARSPHAIRN-SHIEL.csv,NX538900,55.183,-4.298,850
CARTMEL-BROUGHTON-HALL,England,Lancashire,CARTMEL-BROUGHTON-HALL.csv,SD378809,54.221,-2.954,210
CARTMEL-FLOOKBURGH,England,Lancashire,CARTMEL-FLOOKBURGH.csv,SD365758,54.174,-2.974,75
CARTMEL-HOLKER-HALL,England,Lancashire,CARTMEL-HOLKER-HALL.csv,SD359778,54.193,-2.983,155
CARTMEL-HOLKER-HALL,England,Lancashire,CARTMEL-HOLKER-HALL-2.csv,SD359774,54.189,-2.983,85
CARTMEL-PIT-FARM,England,Lancashire,CARTMEL-PIT-FARM.csv,SD385787,54.201,-2.943,122
CASTLE-ASHBY,England,Northamptonshire,CASTLE-ASHBY.csv,SP862605,52.236,-0.738,263
CASTLE-ASHBY,England,Northamptonshire,CASTLE-ASHBY-2.csv,SP862605,52.236,-0.738,263
CASTLE-ASHBY,England,Northamptonshire,CASTLE-ASHBY-3.csv,SP860593,52.225,-0.742,230
CASTLE-BROMWICH-HALL,England,Warwickshire,CASTLE-BROMWICH-HALL.csv,SP142897,52.505,-1.792,364
CASTLE-CARROCK,England,Cumberland,CASTLE-CARROCK.csv,NY545551,54.889,-2.711,480
CASTLE-KENNEDY-LOCHINCH,Scotland,Wigtownshire,CASTLE-KENNEDY-LOCHINCH.csv,NX113607,54.905,-4.945,100
CASTLE-KENNEDY-LOCHINCH,Scotland,Wigtownshire,CASTLE-KENNEDY-LOCHINCH-2.csv,NX113607,54.905,-4.945,100
CASTLE-MALGWYN-LLECHRYD,Wales,Pembrokeshire,CASTLE-MALGWYN-LLECHRYD.csv,SN213435,52.061,-4.608,50
CASTLE-TOWARD,Scotland,Argyll,CASTLE-TOWARD.csv,NS115681,55.870,-5.013,120
CASTLE-TOWNSHEND-GLEN-BARRAHANE,Ireland/Republic of Ireland,Cork,CASTLE-TOWNSHEND-GLEN-BARRAHANE.csv,IW1847030985,51.526,-9.176,25
CASTLE-TOWNSHEND-SEAFIELD,Ireland/Republic of Ireland,Cork,CASTLE-TOWNSHEND-SEAFIELD.csv,IW1858531151,51.527,-9.174,40
CASTLECOMER-HOUSE,Ireland/Republic of Ireland,Kilkenny,CASTLECOMER-HOUSE.csv,IS5386673047,52.806,-7.202,380
CASTLETOWN-LANGNESS,Isle of Man,Isle of Man,CASTLETOWN-LANGNESS.csv,SC282653,54.055,-4.626,75
CASTLEWELLAN-LOUGH-ISLAND,Ireland/Northern Ireland,Down,CASTLEWELLAN-LOUGH-ISLAND.csv,IJ3059134239,54.240,-5.997,442
CATCLEUGH-NURSERY,England,Northumberland,CATCLEUGH-NURSERY.csv,NT749031,55.321,-2.397,750
CATERHAM-ASYLUM,England,Surrey-stayed-Surrey,CATERHAM-ASYLUM.csv,TQ326558,51.286,-0.100,610
CATERHAM-RES,England,Surrey-stayed-Surrey,CATERHAM-RES.csv,TQ331545,51.274,-0.093,705
CATHEDINE-RECTORY,Wales,Brecknockshire,CATHEDINE-RECTORY.csv,SO144239,51.907,-3.245,650
CATRINE,Scotland,Ayrshire,CATRINE.csv,NS550267,55.513,-4.297,411
CATRINE,Scotland,Ayrshire,CATRINE-2.csv,NS535258,55.504,-4.321,340
CATRINE,Scotland,Ayrshire,CATRINE-3.csv,NS535258,55.504,-4.321,340
CATTERICK-TUNSTALL,England,Yorkshire North Riding,CATTERICK-TUNSTALL.csv,SE218959,54.359,-1.666,350
CAVERSHAM-ST-PETERS-HILL,England,Berkshire,CAVERSHAM-ST-PETERS-HILL.csv,SU707751,51.470,-0.984,220
CAVERSHAM-ST-PETERS-HILL,England,Berkshire,CAVERSHAM-ST-PETERS-HILL-2.csv,SU706752,51.471,-0.985,200
CAWDALE-BECK-HOWE-GRAIN,England,Westmorland,CAWDALE-BECK-HOWE-GRAIN.csv,NY478176,54.551,-2.809,1642
CAWDOR-BUDGATE,Scotland,Nairnshire,CAWDOR-BUDGATE.csv,NH836494,57.521,-3.944,250
CAWDOR-CASTLE,Scotland,Nairnshire,CAWDOR-CASTLE.csv,NH847498,57.524,-3.927,225
CAWSTON-NEW-STREET,England,Norfolk,CAWSTON-NEW-STREET.csv,TG134238,52.770,1.162,135
CAWTHORNE-CANNON-HALL,England,Yorkshire West Riding,CAWTHORNE-CANNON-HALL.csv,SE273084,53.572,-1.589,350
CHADLINGTON-LANGSTON-HOUSE,England,Oxfordshire,CHADLINGTON-LANGSTON-HOUSE.csv,SP336222,51.897,-1.513,420
CHALLACOMBE,England,Devon,CHALLACOMBE.csv,SS677417,51.160,-3.893,850
CHALLACOMBE,England,Devon,CHALLACOMBE-2.csv,SS674416,51.159,-3.897,851
CHALLACOMBE,England,Devon,CHALLACOMBE-3.csv,SS689410,51.153,-3.876,904
CHAPEL-EN-LE-FRITH,England,Derbyshire,CHAPEL-EN-LE-FRITH.csv,SK067800,53.317,-1.901,965
CHAPEL-EN-LE-FRITH,England,Derbyshire,CHAPEL-EN-LE-FRITH-2.csv,SK057809,53.325,-1.916,728
CHARD-CRICKET-ST-THOMAS,England,Somerset,CHARD-CRICKET-ST-THOMAS.csv,ST374088,50.875,-2.891,444
CHARING-PUMPING-STATION,England,Kent-stayed-Kent,CHARING-PUMPING-STATION.csv,TQ946485,51.203,0.784,295
CHARLBURY-CORNBURY-PARK,England,Oxfordshire,CHARLBURY-CORNBURY-PARK.csv,SP347175,51.855,-1.498,420
CHARNWOOD-FOREST-BLACKBROOK-RES,England,Leicestershire,CHARNWOOD-FOREST-BLACKBROOK-RES.csv,SK457178,52.756,-1.324,367
CHARSFIELD-RED-HOUSE,England,Suffolk,CHARSFIELD-RED-HOUSE.csv,TM243567,52.163,1.278,150
CHATHAM-LUTON-WW,England,Kent-stayed-Kent,CHATHAM-LUTON-WW.csv,TQ775663,51.368,0.549,88
CHATHAM-MIX,England,Kent-stayed-Kent,CHATHAM-MIX.csv,TQ765690,51.393,0.536,115
CHATHAM-MIX,England,Kent-stayed-Kent,CHATHAM-MIX-2.csv,TQ762687,51.391,0.532,137
CHATHILL-PRESTON-TOWER,England,Northumberland,CHATHILL-PRESTON-TOWER.csv,NU185255,55.523,-1.709,140
CHATSWORTH-GDNS,England,Derbyshire,CHATSWORTH-GDNS.csv,SK262701,53.227,-1.609,436
CHATSWORTH-GDNS,England,Derbyshire,CHATSWORTH-GDNS-2.csv,SK262701,53.227,-1.609,436
CHATSWORTH-GDNS,England,Derbyshire,CHATSWORTH-GDNS-3.csv,SK262701,53.227,-1.609,436
CHATSWORTH-GDNS,England,Derbyshire,CHATSWORTH-GDNS-4.csv,SK262701,53.227,-1.609,436
CHATSWORTH-GDNS,England,Derbyshire,CHATSWORTH-GDNS-5.csv,SK262701,53.227,-1.609,436
CHATTERIS-AYLESBY-HOUSE,England,Cambridgeshire,CHATTERIS-AYLESBY-HOUSE.csv,TL394857,52.452,0.051,45
CHATTERIS-THE-PRIORY,England,Cambridgeshire,CHATTERIS-THE-PRIORY.csv,TL391860,52.454,0.046,45
CHEADLE-ADSWOOD,England,Cheshire,CHEADLE-ADSWOOD.csv,SJ882878,53.387,-2.179,186
CHEADLE-TEAN-VICARAGE,England,Staffordshire,CHEADLE-TEAN-VICARAGE.csv,SK013393,52.951,-1.982,470
CHEADLE-TEAN-VICARAGE,England,Staffordshire,CHEADLE-TEAN-VICARAGE-2.csv,SK013393,52.951,-1.982,470
CHEADLE-THE-HEATH-HOUSE,England,Staffordshire,CHEADLE-THE-HEATH-HOUSE.csv,SK026392,52.950,-1.963,647
CHEADLE-THE-HEATH-HOUSE,England,Staffordshire,CHEADLE-THE-HEATH-HOUSE-2.csv,SK026392,52.950,-1.963,647
CHELFORD-ASTLE-HALL,England,Cheshire,CHELFORD-ASTLE-HALL.csv,SJ812738,53.261,-2.283,250
CHELFORD-ASTLE-HALL,England,Cheshire,CHELFORD-ASTLE-HALL-2.csv,SJ812738,53.261,-2.283,250
CHELMSFORD-BRITTON,England,Essex,CHELMSFORD-BRITTON.csv,TL708068,51.734,0.472,80
CHELMSFORD-HIGH-STREET,England,Essex,CHELMSFORD-HIGH-STREET.csv,TL708068,51.734,0.472,80
CHELMSFORD-HORTICULTURAL,England,Essex,CHELMSFORD-HORTICULTURAL.csv,TL679067,51.734,0.430,105
CHELMSFORD-HORTICULTURAL,England,Essex,CHELMSFORD-HORTICULTURAL-2.csv,TL679067,51.734,0.430,105
CHELMSFORD-ROXWELL,England,Essex,CHELMSFORD-ROXWELL.csv,TL648089,51.755,0.386,180
CHELMSFORD-WRITTLE-MELBOURNE,England,Essex,CHELMSFORD-WRITTLE-MELBOURNE.csv,TL686085,51.750,0.441,140
CHELMSFORD-WRITTLE-MELBOURNE,England,Essex,CHELMSFORD-WRITTLE-MELBOURNE-2.csv,TL695084,51.749,0.454,125
CHELSEA-PHYSIC-GDNS,England,Middlesex-became-London,CHELSEA-PHYSIC-GDNS.csv,TQ278778,51.485,-0.161,20
CHELSEA-ST-LUKES-GDNS,England,Middlesex-became-London,CHELSEA-ST-LUKES-GDNS.csv,TQ272783,51.489,-0.169,25
CHELSHAM-AND-WOLDINGHAM-WW,England,Surrey-stayed-Surrey,CHELSHAM-AND-WOLDINGHAM-WW.csv,TQ375572,51.297,-0.029,478
CHELSHAM-FAIRCHILDES,England,Surrey-stayed-Surrey,CHELSHAM-FAIRCHILDES.csv,TQ390606,51.328,-0.006,600
CHELSHAM-FAIRCHILDES,England,Surrey-stayed-Surrey,CHELSHAM-FAIRCHILDES-2.csv,TQ390606,51.328,-0.006,600
CHELTENHAM-DOWDESWELL,England,Gloucestershire,CHELTENHAM-DOWDESWELL.csv,SO984198,51.877,-2.025,375
CHELTENHAM-DOWDESWELL,England,Gloucestershire,CHELTENHAM-DOWDESWELL-2.csv,SP001198,51.877,-2.000,650
CHELTENHAM-HEATH-LODGE,England,Gloucestershire,CHELTENHAM-HEATH-LODGE.csv,SO956228,51.904,-2.065,206
CHELTENHAM-HEWLETTS-RES,England,Gloucestershire,CHELTENHAM-HEWLETTS-RES.csv,SO974223,51.899,-2.039,422
CHELTENHAM-MONTPELLIER-GDNS,England,Gloucestershire,CHELTENHAM-MONTPELLIER-GDNS.csv,SO944229,51.905,-2.083,184
CHELTENHAM-MONTPELLIER-GDNS,England,Gloucestershire,CHELTENHAM-MONTPELLIER-GDNS-2.csv,SO945218,51.895,-2.081,214
CHELTENHAM-NORTHFIELD,England,Gloucestershire,CHELTENHAM-NORTHFIELD.csv,SO984222,51.898,-2.025,637
CHELTENHAM-SANDFORD-MEAD,England,Gloucestershire,CHELTENHAM-SANDFORD-MEAD.csv,SO953215,51.892,-2.070,210
CHELTENHAM-SOUTHAM-VILLA,England,Gloucestershire,CHELTENHAM-SOUTHAM-VILLA.csv,SO958231,51.906,-2.062,184
CHELTENHAM-SOUTHAM-VILLA,England,Gloucestershire,CHELTENHAM-SOUTHAM-VILLA-2.csv,SO958231,51.906,-2.062,184
CHEPSTOW-CASTLEFORD,England,Gloucestershire,CHEPSTOW-CASTLEFORD.csv,ST535946,51.648,-2.673,146
CHEPSTOW-ITTON-COURT,Wales,Monmouthshire,CHEPSTOW-ITTON-COURT.csv,ST493955,51.656,-2.734,390
CHEPSTOW-PIERCEFIELD-PARK,Wales,Monmouthshire,CHEPSTOW-PIERCEFIELD-PARK.csv,ST528956,51.657,-2.684,315
CHERTSEY-ABBEY-MEADS,England,Surrey-stayed-Surrey,CHERTSEY-ABBEY-MEADS.csv,TQ046677,51.399,-0.498,53
CHERTSEY-LONG-CROSS,England,Surrey-stayed-Surrey,CHERTSEY-LONG-CROSS.csv,SU984650,51.376,-0.588,220
CHERTSEY-LONG-CROSS,England,Surrey-stayed-Surrey,CHERTSEY-LONG-CROSS-2.csv,SU984650,51.376,-0.588,150
CHERTSEY-OTTERSHAW,England,Surrey-stayed-Surrey,CHERTSEY-OTTERSHAW.csv,TQ011636,51.363,-0.549,200
CHESHUNT-COLLEGE,England,Hertfordshire,CHESHUNT-COLLEGE.csv,TL350023,51.703,-0.048,94
CHESHUNT-COLLEGE,England,Hertfordshire,CHESHUNT-COLLEGE-2.csv,TL371070,51.745,-0.014,110
CHESHUNT-DARNICLE-HILL-PUMPING-STATION,England,Hertfordshire,CHESHUNT-DARNICLE-HILL-PUMPING-STATION.csv,TL309048,51.727,-0.106,250
CHESHUNT-GOFFS-OAK-HOUSE,England,Hertfordshire,CHESHUNT-GOFFS-OAK-HOUSE.csv,TL324030,51.710,-0.085,310
CHESHUNT-YARD,England,Hertfordshire,CHESHUNT-YARD.csv,TL353035,51.714,-0.043,114
CHESTER-CHRISTLETON-HALL,England,Cheshire,CHESTER-CHRISTLETON-HALL.csv,SJ438657,53.185,-2.842,142
CHESTER-LE-STREET-BIDDICK-HALL,England,Durham,CHESTER-LE-STREET-BIDDICK-HALL.csv,NZ313527,54.868,-1.514,150
CHESTER-LE-STREET-BIDDICK-HALL,England,Durham,CHESTER-LE-STREET-BIDDICK-HALL-2.csv,NZ313527,54.868,-1.514,150
CHESTER-LE-STREET-BIRTLEY,England,Durham,CHESTER-LE-STREET-BIRTLEY.csv,NZ277547,54.886,-1.568,205
CHESTER-NORTHGATE-STATION,England,Cheshire,CHESTER-NORTHGATE-STATION.csv,SJ405670,53.197,-2.892,84
