Block Id,BlockType,TextType,Confidence,Top,Left,Text
[b3b7b5d6-7369-4461-aa44-6ce03a164b6a],WORD,PRINTED,99.791,0.03780,0.04902,[Meteorological]
[ac373e06-7295-4213-93b6-09d059bf5e22],WORD,PRINTED,99.019,0.03772,0.16693,[Observations]
[c3954231-38c3-47fa-82ff-b139867c1c47],WORD,HANDWRITING,99.603,0.03924,0.27066,[at]
[d24d91e7-586d-4975-968c-4601b026f941],WORD,HANDWRITING,92.079,0.03688,0.31989,[KESWICK]
[c493523b-720d-4af7-a9c6-1fc01db7dbd7],WORD,PRINTED,99.860,0.03775,0.55529,[Heights]
[c6bebea1-43a8-4fba-9f1f-73fbed08aabe],WORD,PRINTED,99.413,0.03996,0.60635,[Barometer]
[78217295-d0c7-411a-ab6e-fa5a3a1bfa92],WORD,PRINTED,99.670,0.03992,0.66317,[Cistern]
[e68015a9-0702-4bc4-81b0-13aef157d79e],WORD,HANDWRITING,82.784,0.03894,0.70236,[254]
[82795416-3d6f-4f27-b757-5cf7814d5cbc],WORD,PRINTED,97.883,0.03997,0.74608,[feet.]
[76eebd0a-52a1-4b10-bf34-93286a25ad3a],WORD,PRINTED,99.579,0.03697,0.83875,[Rim]
[3450e581-12f7-4074-875a-7cc14aa7b6f3],WORD,PRINTED,99.136,0.03740,0.86441,[of]
[51e9c5a7-ff86-48fd-affc-7724b44c1e42],WORD,PRINTED,99.540,0.03710,0.87961,[Rain]
[182960cd-babb-4e90-9285-a7f764927c9f],WORD,PRINTED,99.684,0.03725,0.90748,[Gauge]
[aa9ea87d-21a5-4404-9f1b-c9dd7ede06d7],WORD,PRINTED,97.864,0.03743,0.94688,[12]
[c21ae5c9-8bf8-4a7c-bf74-f76f4deddf8b],WORD,PRINTED,63.834,0.03872,0.96670,[ind]
[854e9dfa-e24c-462b-a742-49076de20985],WORD,PRINTED,99.960,0.05010,0.56081,[above]
[0d1a9151-d252-4a1a-b689-7711f6f648f5],WORD,PRINTED,98.204,0.05735,0.04724,[County]
[9e7315ae-e1e5-41d0-8c67-2f50c0506103],WORD,PRINTED,95.429,0.05748,0.10874,[CUMBERLAND]
[6fd60d33-168c-417d-9fe0-5a8661d82cf6],WORD,PRINTED,98.533,0.06169,0.55870,[M.S.L.]
[f15bebb2-07f7-4f98-a645-161c25a3acb3],WORD,HANDWRITING,43.288,0.03911,0.59896,[{]
[846a306b-03f3-4cca-8698-b04239d26d27],WORD,PRINTED,99.564,0.04436,0.78741,[Heights]
[c01da658-a093-428a-b867-c6d763310407],WORD,PRINTED,99.042,0.05128,0.83830,[Thermometers]
[ab23e97d-090a-412a-a1b6-a74e075e4403],WORD,HANDWRITING,88.397,0.04983,0.95449,[3]
[17910138-37ea-4b67-9913-5bb3d93e6273],WORD,PRINTED,99.965,0.05829,0.30684,[Month]
[87818d92-b13b-4473-8582-d218c942def7],WORD,HANDWRITING,99.780,0.05804,0.36581,[February]
[8a077749-a607-43fb-9100-dc2b265da373],WORD,HANDWRITING,73.113,0.05628,0.48184,[1924.]
[6259937b-58c2-4ed6-b065-558ae096cf28],WORD,PRINTED,99.709,0.05940,0.60603,[Rain]
[e83dce63-68ee-4ae9-ab92-7b0ba9307684],WORD,PRINTED,99.665,0.05958,0.63823,[Gauge]
[fed550f8-319f-4d2b-ace6-c900f3b6ba41],WORD,PRINTED,99.314,0.05929,0.67899,[Site]
[b5174159-6ee8-47e2-979e-5682654f2bf3],WORD,HANDWRITING,90.986,0.05721,0.70368,[254]
[b86553b3-9ae4-40ab-b63c-4fb9f3f059d6],WORD,PRINTED,85.222,0.06446,0.75305,"[""]"
[0ed2b3d5-a6ab-4c2f-a42e-87b558ce7e94],WORD,PRINTED,99.961,0.06413,0.79329,[above]
[7bc4dbbd-d7c1-46f0-9a14-981f3cd14a95],WORD,PRINTED,99.665,0.06597,0.83811,[Sunshine]
[9f07eeca-24d2-4652-9d58-297fd11a3b20],WORD,PRINTED,99.887,0.06562,0.89490,[Recorder]
[3f8101b0-ce37-4a03-b569-a72216058193],WORD,PRINTED,99.644,0.06492,0.95801,[3]
[dbb5c28b-f35c-43db-aac1-99e4e48195ea],WORD,PRINTED,99.924,0.07642,0.06566,[Hour]
