Block Id,BlockType,TextType,Confidence,Top,Left,Text
[6b6cbce1-56b7-4650-ac52-8b3dc7acb4b8],WORD,HANDWRITING,20.362,0.01253,0.00538,[rate]
[5e0583a2-1401-4687-af0f-e8127631e775],WORD,HANDWRITING,99.554,0.02327,0.16669,[ANGLESEY]
[64d59840-a97d-470b-b8ec-693e6be0de36],WORD,HANDWRITING,17.343,0.00371,0.53119,[lowly Off:]
[606c030b-9a30-4bce-ad7f-a7b54dfc1f83],WORD,PRINTED,87.751,0.03580,0.53515,[ALL]
[1ec1a604-e28f-4cee-91b3-2d170af689f7],WORD,PRINTED,99.942,0.03548,0.61606,[IN]
[20c88822-c5d4-487c-8d71-1267dd414e35],WORD,PRINTED,94.631,0.03580,0.66776,[18]
[14f0da13-a125-45e9-a70f-514dc357083c],WORD,PRINTED,99.403,0.07119,0.02674,[Kept]
[52e0cfb2-13d2-4d66-9d0a-c5d3db2f7f47],WORD,HANDWRITING,99.181,0.06991,0.15022,[BODEWRYD]
[8bd416df-c349-4c7e-89da-b7ccd19c90ea],WORD,HANDWRITING,99.576,0.06829,0.39175,[VICARAGE]
[9fd59afe-a2ed-4da3-92d1-a12ba4542d87],WORD,HANDWRITING,95.058,0.06848,0.53240,[f]
[8c31143c-c850-4445-aaeb-2d33c41ba2ed],WORD,HANDWRITING,35.018,0.05178,0.55718,[Auglesey]
[d691439b-9d78-4196-a650-9e110b80fa6a],WORD,HANDWRITING,99.208,0.06984,0.71331,[by]
[b549f95a-cfdc-4716-8f05-c280521af8b4],WORD,HANDWRITING,82.075,0.05976,0.74351,[Rev?]
[99e70e9e-8c5f-4ec9-ae31-557045f75249],WORD,HANDWRITING,95.136,0.06053,0.82174,[D.]
[70971733-a0d3-43c6-a81d-f4e4af57dd3d],WORD,HANDWRITING,67.196,0.05596,0.87139,[Morgan]
[4ae6c7ed-823f-4c2d-ad92-a1a19211d4a2],WORD,PRINTED,99.713,0.09463,0.02589,[Latitude]
[002abef4-3c8d-49f6-9cfd-9371f09716f0],WORD,HANDWRITING,51.244,0.09636,0.23290,[-]
[c4951e67-da6d-4e80-82a1-7d60382c356b],WORD,HANDWRITING,99.620,0.09051,0.28749,[RHOSY]
[6d0c9e0e-760e-4762-88aa-bcd6f21616d8],WORD,HANDWRITING,99.478,0.09195,0.37835,[BOL]
[d4662893-9526-4c17-bdfd-94767a49a033],WORD,PRINTED,13.730,0.08954,0.55138,[Create]
[b9901572-fe3b-4bf0-9a93-654cc070a9b0],WORD,PRINTED,99.017,0.09202,0.59392,[Diameter]
[79db296a-4d7a-4dcc-8f52-66ac16ce2bcc],WORD,HANDWRITING,57.845,0.08308,0.73052,[when]
[a8fabc0b-f437-4743-8ee1-e61ac9d6e097],WORD,HANDWRITING,99.922,0.11094,0.26660,[1880]
[e149e8b8-0772-4b23-b7fb-506d5db0d1f9],WORD,PRINTED,99.961,0.11131,0.59335,[Height]
[4ee7e931-da9e-444a-b37a-9c3c5c6a8707],WORD,PRINTED,99.968,0.11178,0.64386,[of]
[2fd45fd1-1d48-45f3-9bfc-a04abd0cd287],WORD,PRINTED,99.635,0.11178,0.66520,[Receiver]
[fe16d40e-b90a-43cf-bc47-e2a3a1f0a8d7],WORD,PRINTED,99.541,0.11234,0.72564,[above]
[43a0859a-6d7f-461a-9acc-d546e68bffae],WORD,PRINTED,99.980,0.11256,0.76831,[Ground]
[2f5b07bc-625b-47d0-9d98-001c09a4d97c],WORD,PRINTED,96.015,0.13299,0.02550,[Longitu]
[c3345364-f971-44fb-96c8-a230ebbc0fba],WORD,PRINTED,23.714,0.12389,0.55132,[BATK]
[f9f7edad-5f31-425a-8d56-c1f3463eba88],WORD,PRINTED,90.897,0.13657,0.62432,"[""]"
[30061ece-f87a-411c-a4a6-deaffc64374e],WORD,PRINTED,90.348,0.13664,0.68139,"[""]"
[b267f521-2f14-4a82-8a44-732234233a7e],WORD,PRINTED,78.068,0.13668,0.73843,"[""]"
[804d622f-ceb6-482d-acc3-cbef68cace8a],WORD,PRINTED,99.799,0.13181,0.76726,[Sea]
[4e6aa09e-a711-4e51-aaeb-812df69b2fc5],WORD,PRINTED,99.932,0.13179,0.79556,[Level]
[8e673cb6-81af-41ae-b1b6-26316670acba],WORD,PRINTED,93.786,0.15027,0.53370,[id]
[db32ea6d-5693-4996-bbd0-26bdfcca735d],WORD,PRINTED,99.941,0.15239,0.55411,[every]
[cabe46e8-fd2b-4189-9fc7-28ae72c85771],WORD,PRINTED,99.679,0.14970,0.60068,[detail]
[59aa0623-10b3-4c19-b1f9-95aab028ee0e],WORD,PRINTED,99.952,0.14971,0.64849,[connected]
[dcf8f756-db00-4bd8-8e9a-6a8d892f833d],WORD,PRINTED,96.288,0.14924,0.72271,"[therewith,]"
[ca497f6d-3fbc-4d34-a8e3-9569dbd0a02d],WORD,PRINTED,99.957,0.15242,0.79676,[are]
[2ea4d292-84f4-4308-800c-64b52b8e36aa],WORD,PRINTED,99.776,0.15082,0.82611,[given]
[60b009a8-3b35-446a-a012-91410101f458],WORD,PRINTED,99.968,0.15082,0.86790,[in]
[0931ac78-9ab0-43b4-a2ef-d8c5969658ee],WORD,PRINTED,99.914,0.15299,0.88593,[a]
[1b70a945-d0e0-4fab-8471-553854dfd094],WORD,PRINTED,99.898,0.15043,0.89860,[little]
[7ac969c9-4961-4cb3-acd5-834348b2c4e5],WORD,PRINTED,98.537,0.16428,0.04901,[pam]
[063e045a-5658-447d-a7fd-6e7fa07b0cbc],WORD,PRINTED,85.157,0.16030,0.53410,[ord]
[87058fa9-91f3-4226-8a9d-c162d4d69287],WORD,PRINTED,99.969,0.16073,0.56371,[of]
[d583edf1-f60e-4ab5-a5e5-3ec3bc5ec77d],WORD,PRINTED,99.967,0.16045,0.58237,[the]
[40c5697e-9966-4bb7-8691-f842f3f8369e],WORD,PRINTED,99.808,0.15944,0.60851,[Rainfall]
[1a5b14db-fcba-4882-9739-ee06f85cb751],WORD,PRINTED,99.985,0.15952,0.66661,[of]
[c1602e2c-dd95-4fa3-b133-85f0c31ae056],WORD,PRINTED,99.959,0.15988,0.68530,[the]
[ae04c18e-2dd1-4651-9452-ecfbd9f437c7],WORD,PRINTED,99.763,0.15937,0.70958,[British]
[c741d05d-e797-4a5d-b422-003c1dd1bc44],WORD,PRINTED,99.175,0.15980,0.76050,"[Isles,""]"
[292f8980-85e0-475f-96db-17504d723ab7],WORD,PRINTED,99.944,0.16032,0.80729,[which]
[60b32816-8ae3-4365-b712-7bcbfa65efb5],WORD,PRINTED,99.967,0.16091,0.85578,[is]
[9f200a49-e624-4058-b510-bde2eac142ab],WORD,PRINTED,99.950,0.16062,0.87503,[supplied]
