Block Id,BlockType,TextType,Confidence,Top,Left,Text
[d0012017-26e7-47e1-af5a-86fd4f0b3ac2],WORD,PRINTED,99.981,0.04312,0.11327,[Form]
[69d564b6-7fd1-461f-9e88-4f984eaebc68],WORD,PRINTED,99.820,0.04302,0.15966,[3203.]
[0eed02cd-3a47-4d8a-9819-1d44eadcdba2],WORD,HANDWRITING,89.810,0.02794,0.82192,[202A]
[9617c502-0cb3-433e-86a9-22a72c35ce20],WORD,PRINTED,99.817,0.05671,0.11242,[(Formerly]
[7b75f77d-f4f3-496e-8d77-4973e7407043],WORD,PRINTED,97.334,0.05694,0.16393,[M.O.]
[61c588ef-2d94-4309-9e4e-2d92f7e9a092],WORD,PRINTED,99.584,0.05707,0.19086,[Form]
[12b8b785-f892-4f04-80ea-6abbe2e73904],WORD,PRINTED,98.734,0.05735,0.21920,[3203.)]
[2dc79083-d14a-4e6e-814c-aeb584e95938],WORD,PRINTED,99.959,0.09017,0.25172,[AIR]
[3ed972ed-acbb-4720-ac62-7de2a4727107],WORD,PRINTED,99.633,0.09028,0.30376,"[MINISTRY,]"
[0d043f29-b869-4654-836d-fcca98c6a379],WORD,PRINTED,99.759,0.09192,0.56163,[METEOROLOGICAL]
[9199c5f1-8d7e-4b24-9628-212cb2d41b70],WORD,PRINTED,99.794,0.09209,0.76979,[OFFICE.]
[c4be6410-67e1-4372-ba01-0430addd2bc3],WORD,PRINTED,97.950,0.14369,0.23433,[METEOROLOGICAL]
[2866040b-742b-44c0-a9cc-1a765a6bfee5],WORD,PRINTED,99.917,0.14544,0.58267,[REGISTER]
[e4758cb9-bf83-45e2-9cd0-e90f55e53c3b],WORD,PRINTED,99.903,0.17778,0.16035,[In]
[0a2a3eb8-51c6-4567-b6cb-73e314f62e68],WORD,PRINTED,99.918,0.17793,0.18480,[accordance]
[84ad7164-4290-47c2-b585-a3818e24a535],WORD,PRINTED,99.928,0.17796,0.27509,[with]
[b9e7216c-4802-401c-a415-a8df1551966d],WORD,PRINTED,99.980,0.17778,0.31868,[the]
[ddc7e5a1-2fe1-4c05-afe5-b67c69e0ef3e],WORD,PRINTED,99.921,0.17792,0.35107,[instructions]
[102403ab-e4bf-4bda-bcaa-f192d7c2684a],WORD,PRINTED,99.861,0.17892,0.44738,[given]
[f3329178-739f-4e55-81cb-0a2f6657b2bf],WORD,PRINTED,99.942,0.17920,0.49552,[in]
[cabb5626-1423-4373-aa10-aadd073a69df],WORD,PRINTED,99.976,0.17904,0.51925,[the]
[6a5c9b43-e92e-4441-85ee-e1a1b25da581],WORD,PRINTED,99.919,0.17860,0.55155,[Observer's]
[baaf34e0-68b6-4af3-95e3-7c96305a2b4e],WORD,PRINTED,99.927,0.17895,0.63816,[Handbook]
[b1108841-aaf1-4493-b160-c96512d20181],WORD,PRINTED,96.685,0.17863,0.72040,[(M.O.]
[02e028a7-6d4f-4083-9a64-c38343964cbd],WORD,PRINTED,97.741,0.17910,0.76737,[191)]
[3109ad71-3c99-480b-85f8-a941b352fb27],WORD,PRINTED,88.823,0.18073,0.80003,[§]
[2f55b6df-1af8-4008-b814-bf7521144045],WORD,PRINTED,98.594,0.17942,0.81234,[8]
[a7e0ce5d-9579-4302-a94a-588c22c387bb],WORD,PRINTED,98.386,0.20232,0.45884,[FOR]
[22143228-7fe5-437d-a5e3-21ea10d54729],WORD,PRINTED,99.824,0.20248,0.48327,[USE]
[44b529af-e36d-48a7-a7de-aec26df89c72],WORD,PRINTED,99.714,0.20292,0.50699,[AT]
[7e26f330-0f80-44f9-9449-f700ab57dc81],WORD,PRINTED,98.710,0.21888,0.33879,[CLIMATOLOGICAL]
[6e1b04ee-2146-49f6-a8a3-f47b1d873a4d],WORD,PRINTED,99.925,0.21962,0.53952,[STATIONS]
[95b995ef-6f83-430b-bfab-e447d5d7731b],WORD,PRINTED,99.620,0.23821,0.31768,[(Stations]
[cdac41d2-0379-412d-808e-56c4cfc0b592],WORD,PRINTED,99.731,0.23855,0.36840,[of]
[91bd98ee-039c-4f45-b7ab-a11bc16f37e4],WORD,PRINTED,99.979,0.23845,0.38493,[the]
[ed354fa3-e581-4356-92b8-a0a389416a66],WORD,PRINTED,99.812,0.23832,0.40711,[Third]
[bbe47282-255e-4c5b-b596-07c44c0f1b83],WORD,PRINTED,99.929,0.23864,0.44307,[Order]
[d9455e2c-6536-422b-b64e-5361f7117cc0],WORD,PRINTED,98.296,0.23902,0.47774,[of]
[c9c3d1ea-e365-436f-9064-08c29266144d],WORD,PRINTED,99.943,0.23914,0.49425,[the]
[6cf3545e-7654-49b3-a0dd-9a208697c6b3],WORD,PRINTED,99.866,0.23910,0.51622,[International]
[eb54f9f0-d524-465e-b150-bc20b47c2b6b],WORD,PRINTED,92.279,0.23958,0.58941,[Classification)]
[a35b124a-a537-4afb-a4b2-213c2ba66343],WORD,PRINTED,99.910,0.25696,0.24442,[IN]
[c8c672a9-3f7f-42e6-a1a7-2b0e1730ea57],WORD,PRINTED,99.787,0.25699,0.26165,[CONNECTION]
[a4f30a3a-1da8-48bd-b5a2-715aaee2063b],WORD,PRINTED,99.920,0.25701,0.33855,[WITH]
[66aaf471-57f8-4b26-ae2f-a752768b598e],WORD,PRINTED,99.890,0.25739,0.37512,[THE]
