Block Id,BlockType,TextType,Confidence,Top,Left,Polygon Points,Text
[ce793d22-6199-4436-8151-7022cd54a7ae],WORD,HANDWRITING,99.223,0.47200,0.09137,4,[0.00]
[593398be-3705-46d7-87ab-adff2b49d0e0],WORD,PRINTED,99.547,0.50027,0.03747,4,[14]
[cc540eaf-a2c2-423e-8550-9b680e6c2052],WORD,HANDWRITING,99.437,0.49436,0.08953,4,[0.5]
[a552fd13-9530-4dc8-86f1-5aaaad54a357],WORD,HANDWRITING,99.055,0.49392,0.15873,4,[0.11]
[10a9d00e-d577-4a7c-871f-078d72380e70],WORD,HANDWRITING,90.158,0.49234,0.22769,4,[0.00]
[a64f0776-f71b-4ac7-9b48-84f47a20484b],WORD,HANDWRITING,99.129,0.48977,0.43624,4,[0.00]
[64665641-1788-43a8-aac3-78cee9969a68],WORD,HANDWRITING,97.636,0.48956,0.50175,4,[0.11]
[2c7d9a2e-7e18-4490-a78a-02183d471001],WORD,HANDWRITING,99.718,0.48896,0.57219,4,[0.00]
[0a506d92-07f8-47b0-9c51-eea9cc05ec09],WORD,HANDWRITING,99.696,0.48727,0.64009,4,[0.00]
[7144c74a-6395-497a-8a5c-35b405c0eaf2],WORD,HANDWRITING,89.687,0.48433,0.71300,4,[0.000.2]
[df5ebe81-748c-43b2-bbc6-c1a0d6842974],WORD,HANDWRITING,96.713,0.48230,0.84704,4,[0.00]
[bfa800b3-73a6-496a-a6db-5c5e900cb03e],WORD,PRINTED,99.062,0.48618,0.92829,4,[14]
[4656c997-fb11-4bfa-ad1f-893906702eb0],WORD,PRINTED,69.118,0.52266,0.03725,4,[15]
[c3b7a360-787d-415f-b162-7dfefd299399],WORD,HANDWRITING,97.297,0.51676,0.08982,4,[0.4]
[5953123b-233c-4163-adee-e4e0cdf4f5a6],WORD,HANDWRITING,99.486,0.51504,0.15850,4,[0.16]
[b0184223-2f17-48de-b0d5-4098199377b3],WORD,HANDWRITING,80.300,0.51338,0.22776,4,[0.000.17]
[2543fd01-0222-40ef-9870-2dc182c8be2d],WORD,HANDWRITING,97.443,0.51579,0.36569,4,[0.00]
[05ab7d06-e7ff-4277-9210-94e80f62737d],WORD,HANDWRITING,99.325,0.51315,0.43342,4,[0.00]
[149e70af-ec34-4ecb-9178-60fc5fdd32d9],WORD,HANDWRITING,92.029,0.51175,0.50345,4,[0.290.21]
[401beb28-9a91-44a3-867c-82511b198eab],WORD,HANDWRITING,98.850,0.51101,0.64131,4,[0.00]
[25aec964-cf20-44c1-a9bf-528b5cd14b6e],WORD,HANDWRITING,72.778,0.51069,0.71053,4,[D.]
[ea84b8bf-b12b-442c-8ab5-92e79ea0b866],WORD,HANDWRITING,93.168,0.50948,0.73757,4,[00]
[001f16c0-3497-4d45-b4bf-fb726dfcd0f5],WORD,HANDWRITING,99.165,0.50767,0.78186,4,[0.15]
[da62c67e-f6e1-41a1-95d8-dda9a5a482db],WORD,HANDWRITING,99.166,0.50708,0.85065,4,[0.00]
[50ffcd65-2cd7-436e-85b3-10866f00f2b6],WORD,PRINTED,80.305,0.50927,0.92903,4,[15]
[b6296610-120c-4e66-ba33-3c7b2c826d7f],WORD,PRINTED,97.787,0.54721,0.03790,4,[10]
[34c1c9d4-de4a-450c-a17e-bd359bb8756e],WORD,HANDWRITING,99.915,0.54255,0.09000,4,[0.00]
[e4c85980-f343-4969-9f67-3cd72566be6c],WORD,HANDWRITING,99.004,0.54048,0.16076,4,[0.5]
[6af9804f-9107-4e4f-b27e-64e8f9f2e637],WORD,HANDWRITING,15.956,0.53725,0.22739,4,[0.00 0.2]
[e387c048-63f5-4907-8849-bfd11e446509],WORD,HANDWRITING,90.720,0.53660,0.43296,4,[0.00]
[32f75f07-0b9d-415b-97c5-a023d29c9688],WORD,HANDWRITING,58.423,0.53614,0.50262,4,[0.000.00]
[36bbfede-ada6-4254-869f-3e1a91a04372],WORD,HANDWRITING,85.549,0.53504,0.64214,4,[0.00]
[086d4cb9-cbd4-4824-aa28-6aff18e0816b],WORD,HANDWRITING,96.589,0.53304,0.71346,4,[0.17]
[02971d2f-d91f-4686-8b30-7c6b2adb6c3e],WORD,HANDWRITING,37.559,0.53098,0.78206,4,[1.250.20]
[75c32ddc-85ea-41b1-8af3-6297b348ae2e],WORD,PRINTED,87.188,0.53446,0.92930,4,[16]
[39e60b87-9289-4143-8684-9564975dd42f],WORD,HANDWRITING,99.678,0.55790,0.64304,4,[0.00]
[3958327e-6d9a-42d8-8109-5cc1fb64fa7b],WORD,HANDWRITING,98.961,0.55818,0.71041,4,[0.00]
[664db813-2527-416a-be22-a40016edc07a],WORD,HANDWRITING,95.928,0.55627,0.77976,4,[0.9]
[4fe71ca0-b1b3-47e0-b3a2-5c5ccbe2c8f9],WORD,HANDWRITING,96.828,0.55508,0.84945,4,[0.00]
[73b43a16-c6a7-43c0-b96d-fd7e3e9c65a6],WORD,PRINTED,99.655,0.56935,0.03910,4,[17]
[f6588bdd-f7c5-4bfc-af1f-2be764e6db3f],WORD,HANDWRITING,98.867,0.56462,0.09058,4,[0.4]
[dc13d568-1f7a-47a7-a8bc-f74f019e9809],WORD,HANDWRITING,99.829,0.56324,0.16405,4,[0.92]
[1d941066-5e7f-4758-8c75-a06a805cd426],WORD,HANDWRITING,95.938,0.56087,0.22662,4,[0.00]
[89d8446e-8fd3-4468-82c6-020964a743f9],WORD,HANDWRITING,86.393,0.55880,0.50291,4,[0.250.00]
[5c116b2c-496a-446e-a8d4-baa0f5186010],WORD,PRINTED,99.678,0.55771,0.92986,4,[17]
[1a1fb0dd-b037-4fb9-9775-4717807ca810],WORD,PRINTED,99.606,0.59183,0.03956,4,[18]
[9e1edebc-0553-4446-835a-9c39385bf03b],WORD,HANDWRITING,83.448,0.58869,0.09265,4,[0.52]
[87cb1b48-1a36-46b9-ae36-23260d865f62],WORD,HANDWRITING,99.019,0.58790,0.16332,4,[0.2]
[b8fe25a0-6b4c-48d7-8ea7-05e4f73777f9],WORD,HANDWRITING,99.601,0.58580,0.22910,4,[0.25]
[bc6c29df-a5d6-4fa6-8e5b-0a80656dba33],WORD,HANDWRITING,95.232,0.58624,0.30469,4,[0.46]
[c700f650-1849-4ff0-b0a4-bbb242507459],WORD,HANDWRITING,91.626,0.58278,0.43876,4,[0.6]
[d90d41e2-9236-4529-b602-aac3aaeed077],WORD,HANDWRITING,93.777,0.58414,0.49949,4,[0.20]
[36c7ee71-0bb2-47a9-8a23-20a4009696da],WORD,HANDWRITING,99.881,0.58412,0.57385,4,[0.00]
[9d942143-e428-4264-9d69-bac525a4fe44],WORD,HANDWRITING,94.944,0.58317,0.64004,4,[0.29]
[c5c9a188-91ff-4aad-8b54-11fc7ca1ba3f],WORD,HANDWRITING,99.660,0.58191,0.71284,4,[0.10]
[77984093-179f-461c-b3fe-e28eeb71c9b6],WORD,HANDWRITING,99.092,0.58027,0.77999,4,[0.6]
[16c58ff6-db8a-4629-8e01-2b3357b80cf3],WORD,HANDWRITING,99.845,0.57938,0.84820,4,[0.00]
[644baa8e-eea0-462c-8435-afe5ac62e086],WORD,PRINTED,99.167,0.58152,0.93007,4,[18]
[540846b2-1c4c-41a3-a63e-8b14fd7febd1],WORD,PRINTED,97.477,0.61479,0.04019,4,[19]
[6586d6a5-bb39-4ea6-933f-04a3591c2c2b],WORD,HANDWRITING,99.942,0.61178,0.09561,4,[0.40]
[4fa0a8e6-59d7-4024-a17a-dfa40b397ead],WORD,HANDWRITING,99.824,0.60880,0.16544,4,[0.26]
[e544d401-de87-4c17-a541-c68547776dbe],WORD,HANDWRITING,99.868,0.61029,0.23129,4,[0.12]
[6054038c-06e5-41f3-8dfa-5c8a85bc8e34],WORD,HANDWRITING,99.757,0.60935,0.30032,4,[0.13]
[41df9514-00d8-4cd4-b899-a232c84e94d4],WORD,HANDWRITING,88.725,0.60965,0.36749,4,[0.00]
[20277649-67f7-454d-8557-88e2e06fee3d],WORD,HANDWRITING,63.723,0.60859,0.43789,4,[0.00]
[54555ad5-e49c-4567-bd67-30025f203158],WORD,HANDWRITING,87.583,0.60666,0.51752,4,[25]
[ec1a4e4c-17a7-4b3d-8162-84858e7d93e3],WORD,HANDWRITING,70.539,0.60629,0.57227,4,[0.73]
[7fbd169a-1502-4b33-bad4-3c24381b1b01],WORD,HANDWRITING,99.750,0.60668,0.64211,4,[0.00]
[b8a87a48-c94b-45a6-9d89-d33a0e93d128],WORD,HANDWRITING,99.610,0.60542,0.71056,4,[0.00]
[fd4055fb-4b46-443a-83af-42253f8a9fc7],WORD,HANDWRITING,97.724,0.60548,0.77981,4,[0.00]
[90acce86-d9dc-4277-9e16-50c5ae9cd82b],WORD,PRINTED,44.449,0.60334,0.84833,4,[0.80]
[38ffae44-f70a-488a-b36f-bad4db654021],WORD,PRINTED,98.176,0.60480,0.93045,4,[19]
[42c60d1a-bdc8-4f5b-9a3a-78b51474094f],WORD,HANDWRITING,95.984,0.63505,0.09532,4,[0.40]
[f642c226-6249-4d77-b0fa-8b9c083b0cfc],WORD,HANDWRITING,90.909,0.63376,0.16515,4,[0.3]
[1910a3db-606a-49a6-947d-568ea7e9f8b1],WORD,HANDWRITING,99.774,0.63427,0.23250,4,[0.00]
[71621075-cd2c-4d04-adae-f3c650b4ac56],WORD,HANDWRITING,92.336,0.63454,0.29848,4,[0.00]
[d4ee5af6-0199-4416-8c51-389caa2a3570],WORD,HANDWRITING,93.050,0.63244,0.36942,4,[0.49]
[d6033503-7210-45d2-9ba2-b1027fdc85a1],WORD,HANDWRITING,88.608,0.63217,0.57209,4,[0.00]
[dfc818a6-5cad-4843-96ff-c87b73c6c672],WORD,HANDWRITING,98.484,0.63089,0.64335,4,[0.24]
[675827f2-0a32-4407-b526-40e82ec4fa1f],WORD,HANDWRITING,92.204,0.63012,0.71311,4,[0.00]
[3c47584f-ff38-4252-ad8f-0c034eaecf91],WORD,HANDWRITING,89.437,0.62919,0.77669,4,[0.00]
[d58b02b3-2f74-422e-a40b-86fd27d01864],WORD,PRINTED,99.637,0.62835,0.85168,4,[0.00]
[f3c8c5f5-5247-480e-9aec-1487fe196f39],WORD,PRINTED,99.028,0.62993,0.92925,4,[20]
[3ae3db51-4f0b-4dc9-bd4e-a447d41cce98],WORD,PRINTED,96.218,0.63963,0.04171,4,[20]
[f45e06db-0e65-49e8-8162-24a8c9ccffb6],WORD,PRINTED,95.318,0.66337,0.04257,4,[21]
[8d6879c2-c42b-4b7c-ad01-eaeb14cbb282],WORD,HANDWRITING,98.040,0.65828,0.16224,4,[0.2]
[656e215d-9385-468c-b768-55bf8b875a96],WORD,HANDWRITING,99.803,0.65592,0.37059,4,[0.10]
[d3dbc38a-5fb2-46df-ace8-3ddbda6a98da],WORD,HANDWRITING,95.348,0.65650,0.43603,4,[0.00]
[eed0d2be-5c88-48be-9ccd-cb407ffc6f4b],WORD,HANDWRITING,98.991,0.65405,0.64160,4,[0.10]
[dbd01b8d-c69d-4076-95be-d3e9858b2592],WORD,HANDWRITING,91.579,0.65266,0.71129,4,[0.00]
[9833b9ea-09c8-4155-a40b-c35f3f7cb1b6],WORD,HANDWRITING,91.260,0.65309,0.78055,4,[0.00]
[9d029ceb-1f5b-4dde-9266-62a7fd136545],WORD,HANDWRITING,57.623,0.64951,0.83446,4,[0.25]
[916ee209-df52-4b04-9700-1d28aac132bf],WORD,PRINTED,99.512,0.65529,0.93023,4,[21]
[a59e0211-db90-47cb-b607-e7feb7bcdf4f],WORD,PRINTED,94.278,0.68768,0.04297,4,[22]
[c36fe17d-43fb-4036-8ad1-969266ad75f8],WORD,HANDWRITING,97.901,0.68146,0.09827,4,[0.50]
[0c632d06-e4db-4b46-979e-efab5adcba40],WORD,HANDWRITING,99.859,0.68145,0.16813,4,[0.00]
[8f82804e-5acf-498c-85ed-213cbad87773],WORD,HANDWRITING,85.620,0.68071,0.30391,4,[0.21]
[e8682399-9e87-4d12-90cb-def10b39c0bb],WORD,HANDWRITING,64.245,0.68071,0.39118,4,[00]
[4fc3e6ca-3153-424f-ac4c-37e017b8b9cb],WORD,HANDWRITING,96.925,0.67922,0.44080,4,[0.00]
[fbbdf549-4dea-45e5-95ff-d32390f7e578],WORD,HANDWRITING,96.662,0.67848,0.57671,4,[0.00]
[b63070d8-956c-44a9-8a21-283159d406ad],WORD,HANDWRITING,95.750,0.67730,0.64606,4,[0.4]
[27f5a0a1-cfd5-405b-9283-048bd97a5781],WORD,HANDWRITING,86.267,0.67680,0.71344,4,[0.00]
[ae89ca49-e73e-49bc-8b89-bd6ba1f08d3b],WORD,HANDWRITING,89.795,0.67497,0.85052,4,[0.00]
[72911618-1149-4206-8389-2976a0c2b922],WORD,PRINTED,99.549,0.68041,0.93085,4,[22]
[0ba9ff55-0d7f-48cb-9556-3996fbc720c4],WORD,PRINTED,99.367,0.71015,0.04502,4,[23]
[a710b61b-904c-44dc-ab8b-91cbdad604c9],WORD,HANDWRITING,94.217,0.70323,0.09890,4,[0.84]
[b65df5fd-b9d0-4374-a141-ab044b21f961],WORD,HANDWRITING,98.601,0.70425,0.16341,4,[0.00]
[f3fbbfa7-181b-438e-a7f2-574906265e72],WORD,HANDWRITING,98.882,0.70432,0.23533,4,[0.00]
[e8d62e17-e71b-4dff-bcc7-855696797eed],WORD,HANDWRITING,93.634,0.70452,0.30244,4,[0.00]
[462472f3-1551-4ac9-9f66-c7d17ed04687],WORD,HANDWRITING,97.290,0.70403,0.37498,4,[0.00]
[d4210be5-1de2-4071-a0d5-8ec875ea1826],WORD,HANDWRITING,98.292,0.70206,0.46029,4,[00]
[47509351-cd10-4dc5-be87-37281d4dd182],WORD,HANDWRITING,88.640,0.70271,0.50739,4,[0.00]
[53471303-f13a-4c7e-8bb9-6c2aadc16540],WORD,HANDWRITING,94.703,0.70179,0.57526,4,[0.10]
[fdc60cd8-11f5-4e1c-a585-454be18c5ff9],WORD,HANDWRITING,94.354,0.70115,0.64534,4,[0.5]
[7423424b-914d-47de-a537-3b773396b66b],WORD,HANDWRITING,86.115,0.70147,0.71183,4,[0.00]
[12b9abf6-c1d4-4087-8404-715365ab3de8],WORD,HANDWRITING,31.060,0.69777,0.77788,4,[0.9]
[f0bbd4de-e2aa-4252-b000-f309ef535520],WORD,HANDWRITING,99.632,0.69962,0.84913,4,[0.00]
[d89839bd-6433-449a-a051-257c6e705952],WORD,PRINTED,99.512,0.70270,0.93090,4,[23]
[9857f0d9-58a8-4b6c-ad5f-84d3b52ac9cc],WORD,PRINTED,88.758,0.73255,0.04557,4,[24]
[5f84ad2f-4051-4fac-a188-89e00430739f],WORD,HANDWRITING,99.428,0.72850,0.09786,4,[0.9]
[4328ad3d-b3c5-41f6-b77d-f7e802cdeb0d],WORD,HANDWRITING,99.725,0.72623,0.16671,4,[0.00]
[22a0fcea-4285-43f1-bc2e-a8f7c38bc06a],WORD,HANDWRITING,83.379,0.72668,0.23870,4,[0.38]
[90133506-9791-4b4e-beef-79ddf382ed53],WORD,HANDWRITING,99.468,0.72522,0.30424,4,[0.22]
[ffb04e55-bb57-4239-a078-8e41d647b92e],WORD,HANDWRITING,92.718,0.72516,0.37431,4,[0.00]
[86b83c1e-296a-4ebc-bdc5-138cb93adaa0],WORD,PRINTED,93.172,0.72445,0.44008,4,[0.00]
[2bf5f647-79f0-440b-bb0c-4e9ecf21f65f],WORD,HANDWRITING,87.411,0.72416,0.57043,4,[0.00]
[e3f4fa23-a1b0-4f95-a99d-cd5840acc551],WORD,PRINTED,89.791,0.72304,0.64287,4,[0.45]
[0d22e408-02eb-4c53-9887-51beb78cbe24],WORD,HANDWRITING,88.321,0.72308,0.71349,4,[0.00]
[8a4d000c-2a67-4d99-b350-2e8b230bc79e],WORD,HANDWRITING,93.327,0.72228,0.78075,4,[0.19]
[c31f173e-f3d4-4162-be75-1b11b15b3a37],WORD,HANDWRITING,56.760,0.72136,0.84889,4,[0.34]
[d0e551e0-c518-4da8-9724-aa2295c82048],WORD,PRINTED,99.486,0.72541,0.93035,4,[24]
[29da4382-67bd-4f74-9427-eec991046e9c],WORD,PRINTED,99.811,0.75455,0.04659,4,[25]
[5b82f452-daf3-4ef0-b1dc-1ff068c27f8e],WORD,HANDWRITING,98.607,0.74837,0.09928,4,[0.27]
[31b4b3c0-b583-413d-9450-125cbbdbb3f9],WORD,HANDWRITING,99.771,0.74474,0.16930,4,[0.00]
[1f03b323-70b4-4004-a78b-91e967604029],WORD,HANDWRITING,75.844,0.74768,0.23361,4,[123]
[6ca1f98c-05d0-4046-8b09-391405dd1f46],WORD,HANDWRITING,99.894,0.74748,0.30409,4,[0.14]
[f8884930-e82e-4feb-aa11-715fa006ab08],WORD,HANDWRITING,96.860,0.74625,0.37571,4,[0.00]
[e4141391-049a-4265-a547-7e4cc53f038c],WORD,PRINTED,99.758,0.74831,0.44528,4,[0.00]
[c3c6c3d6-2172-4690-893f-8ba9bca2f7a0],WORD,PRINTED,97.805,0.74664,0.50699,4,[0.00]
[1ef5c15f-3714-4e2e-80df-b5a03286c754],WORD,PRINTED,97.363,0.74624,0.57750,4,[0.00]
[977d26d0-52d8-4cd1-85a3-c5a46aa1f8d3],WORD,PRINTED,53.222,0.74744,0.64623,4,[aoo]
[438426a8-6e1d-42fc-945e-3e8b235582c1],WORD,HANDWRITING,99.675,0.74631,0.71410,4,[0.00]
[2f3944d4-dd8e-408d-8083-161270034307],WORD,PRINTED,97.981,0.74450,0.78473,4,[0.11]
[909e12ea-f565-4f8a-998a-5a9d3d488103],WORD,PRINTED,97.441,0.74462,0.84933,4,[0.00]
[d9975ec6-f68d-4fa5-9710-d4f4a756ebe0],WORD,PRINTED,85.141,0.74771,0.93095,4,[25]
[617bde78-0c10-464d-860e-57ac81612d41],WORD,PRINTED,67.433,0.77696,0.04849,4,[20]
[8517bcbf-d262-4b8d-8608-8206ed995b9b],WORD,HANDWRITING,83.065,0.77176,0.10364,4,[0.49]
[d921a298-ed6d-4f5e-b893-6cf5119a721a],WORD,HANDWRITING,93.797,0.77148,0.17064,4,[0.00]
[a96f7af8-60b2-45cf-a16d-33999041e07a],WORD,HANDWRITING,80.653,0.77319,0.24213,4,[0.00]
[856b9fde-9e5a-4ca6-bf0b-a072888cb798],WORD,HANDWRITING,99.635,0.77175,0.30570,4,[0.9]
[4fb408db-7072-46bc-9425-93a7055df6c5],WORD,HANDWRITING,99.775,0.77111,0.37849,4,[0.14]
[cd3e4802-b342-4f51-9949-eba33c8920ce],WORD,HANDWRITING,99.231,0.77157,0.44334,4,[0.59]
[39cf87dd-46d5-4a27-8fd7-68e039068ceb],WORD,HANDWRITING,97.339,0.77170,0.50880,4,[0.00]
[3a8cd3ca-64cf-4c0f-94f7-5bac2dead857],WORD,PRINTED,99.010,0.76979,0.57910,4,[0.16]
[0f28370e-8f42-4c9b-b42e-9b35e6ae7165],WORD,HANDWRITING,99.014,0.77032,0.71681,4,[0.00]
[962e13e5-130d-4ddc-a494-02a20c4cf295],WORD,HANDWRITING,80.521,0.76663,0.78309,4,[0.000.78]
[f3e84f64-c806-49f2-8951-78bc52d5b4bf],WORD,PRINTED,75.130,0.77013,0.93114,4,[20]
[294cffbf-3b1d-4e99-b77f-4aacf2cdf187],WORD,PRINTED,99.760,0.79904,0.05153,4,[27]
[828fb94e-5cb7-4ca2-aee3-42a8db939ca1],WORD,HANDWRITING,99.372,0.79446,0.10274,4,[0.42]
[3b4b73ae-26d5-40e0-b6cd-2203e9314ee6],WORD,PRINTED,99.430,0.79354,0.17449,4,[0.00]
[cbbeda90-a52c-4b5a-94ac-8d54c3b1cec1],WORD,HANDWRITING,97.995,0.79632,0.24237,4,[0.00]
[1a8a4171-b5a1-4c8e-9cda-eddb8e00cd84],WORD,HANDWRITING,99.851,0.79329,0.30731,4,[0.24]
[70f97a8b-4ebd-4be5-b313-09ae256f63b0],WORD,HANDWRITING,98.742,0.79578,0.37689,4,[0.00]
[08e2367f-1215-4e9f-ae9c-2459bc24653b],WORD,HANDWRITING,98.906,0.79424,0.44501,4,[0.2]
[c544b465-cf20-449c-8a17-0b7317501b5b],WORD,HANDWRITING,98.843,0.79378,0.51055,4,[0.10]
[b2504760-c3c7-421c-95d8-a0277d32de94],WORD,PRINTED,73.268,0.79174,0.57828,4,[0.35]
[3d0e9a04-f7f5-4e22-985d-0149ccecd1af],WORD,PRINTED,97.507,0.79380,0.64618,4,[0.00]
[4a482d87-5924-4a0c-b4dc-b201e96a612a],WORD,HANDWRITING,76.057,0.79354,0.71788,4,[0.7]
[a16f508a-f974-4516-960a-eab5ed3e8ac4],WORD,HANDWRITING,74.117,0.79077,0.78213,4,[0.000.3]
[2d660dfe-8ce8-41f4-ba78-18d4e104b047],WORD,PRINTED,99.148,0.79261,0.93180,4,[27]
[20cecb6c-d383-432e-b839-7fa74232770b],WORD,PRINTED,99.056,0.82228,0.05213,4,[28]
[09f107b8-9b79-4b48-99fe-0f0baa2171f3],WORD,HANDWRITING,99.705,0.81810,0.10358,4,[0.72]
[8ea1810d-e4c5-4428-837c-bf474552ab2e],WORD,PRINTED,99.933,0.81864,0.17743,4,[0.00]
[c3aca344-633e-4b65-a7a5-a894ee2f0245],WORD,HANDWRITING,98.321,0.81748,0.24152,4,[0.7]
[ea42d391-8d1f-41ae-a852-4aa024c4da1f],WORD,HANDWRITING,98.068,0.81576,0.30718,4,[0.5]
[af395f86-c07f-4bb2-9e86-cd9e2212ea0a],WORD,HANDWRITING,99.839,0.81626,0.37936,4,[0.00]
[dca5f73f-393b-40d0-805f-9eb7267fb37c],WORD,PRINTED,99.675,0.81585,0.44474,4,[0.00]
[49a6c102-198d-4355-b29f-a614ba8d2cf8],WORD,HANDWRITING,99.655,0.81511,0.51150,4,[0.18]
[48d74d50-dd3b-4519-b63f-2c53e80d3ddb],WORD,PRINTED,99.611,0.81590,0.57941,4,[0.15]
[364bd6c0-eb8d-438b-9dab-941de57e7688],WORD,PRINTED,98.825,0.81447,0.64795,4,[0.00]
[7c29dc8c-42f2-4987-8078-7a0f1b6f8097],WORD,HANDWRITING,95.866,0.81399,0.71452,4,[0.2]
[48206196-c28f-45da-ba92-9766b58d50c3],WORD,HANDWRITING,99.600,0.81521,0.78406,4,[0.00]
[3d518550-43db-41e3-ad69-eed0823a67f2],WORD,HANDWRITING,99.660,0.81482,0.85385,4,[0.00]
[3571996c-c619-4226-b3d8-2be6c8602dc8],WORD,PRINTED,98.774,0.81754,0.93191,4,[28]
[7c758b59-5cee-425b-a32f-ad69c90c7ccc],WORD,PRINTED,75.694,0.84413,0.05355,4,[29]
[469a745e-debe-4fb5-8e02-f069f6d1474a],WORD,HANDWRITING,94.319,0.83995,0.10662,4,[0.33]
[092bd08a-4812-4632-99b6-6561528cf76d],WORD,HANDWRITING,61.098,0.84123,0.24144,4,[0.00]
[14e77e81-cc20-4e7f-9884-937d28d37d81],WORD,HANDWRITING,99.827,0.83896,0.31017,4,[0.4]
[02b8b6bc-9d1c-4396-a3c1-0ab09c06b5a9],WORD,HANDWRITING,99.718,0.83939,0.38001,4,[0.00]
[813130ba-c3a7-455b-a115-e324d48f862a],WORD,HANDWRITING,99.550,0.83955,0.44459,4,[0.25]
[6e83565d-6098-4d64-8f46-f61ce5c8e00e],WORD,HANDWRITING,98.328,0.83924,0.50870,4,[0.00]
[54ec2632-7044-45f9-9018-513b31ef5200],WORD,PRINTED,99.905,0.83848,0.58198,4,[0.00]
[defe87e4-8d73-46cb-a8f0-4890c6bd7200],WORD,PRINTED,99.444,0.83793,0.64551,4,[0.00]
[cb0a6c13-6aad-4468-80a4-c4cb38932c73],WORD,HANDWRITING,99.580,0.83749,0.71668,4,[0.12]
[9d25a1a3-ff42-4bd5-891d-462f7fc8b25d],WORD,HANDWRITING,23.307,0.83701,0.78581,4,[0000.00]
[199ed133-b5c1-4f0e-b15e-006fc0462cb8],WORD,PRINTED,96.322,0.83937,0.93296,4,[29]
[1682e430-ca5c-44f5-b71f-163e6e18b4da],WORD,PRINTED,96.713,0.86754,0.05461,4,[30]
[ee57348d-018d-4368-a8f9-6d8c17b14f9d],WORD,HANDWRITING,99.886,0.86369,0.10842,4,[0.00]
[507d107d-0954-44df-9e99-26e37bbfbca2],WORD,HANDWRITING,96.845,0.86267,0.24267,4,[000]
[24a5b00c-7ae8-4b25-883f-d01786c8f642],WORD,HANDWRITING,98.481,0.86198,0.31071,4,[0.00]
[22aebcd8-c54a-4d9d-906b-5eedf7983011],WORD,HANDWRITING,87.906,0.86211,0.38063,4,[0.00]
[88d46fb9-ce01-4a5d-90be-1cedc6254be2],WORD,HANDWRITING,54.533,0.86142,0.44514,4,[0.90]
[05a99755-3623-471d-a959-cdbba2344d8f],WORD,HANDWRITING,64.117,0.86193,0.51213,4,[0.3]
[7bf2caea-53db-4be7-8bfe-18eb9b3c259d],WORD,HANDWRITING,99.787,0.86153,0.58042,4,[0.00]
[d0708493-6a8b-47f9-9902-ce196c5ef2b9],WORD,HANDWRITING,99.896,0.86050,0.64895,4,[0.00]
[06af5489-ab10-4df9-83ec-dec141429642],WORD,PRINTED,99.878,0.86170,0.71822,4,[0.00]
[83a3f0ed-d60e-45a0-b000-ea4dbf53f1af],WORD,HANDWRITING,84.894,0.85953,0.78801,4,[0.000.00]
[aee894da-6dd9-4057-b3c2-e138a1058845],WORD,PRINTED,99.250,0.86409,0.93311,4,[30]
[e485f329-7de6-4c1e-b326-79b94c138fdd],WORD,PRINTED,98.030,0.88974,0.05575,4,[31]
[d1d8c883-db27-47a5-8dc0-6f36fdb20f33],WORD,HANDWRITING,97.950,0.88921,0.10815,4,[0.00]
[459dc1b2-f7d8-48d1-ae1c-e05b4e37000c],WORD,HANDWRITING,97.908,0.89076,0.24743,4,[0.00]
[b3072245-2aec-4564-bd18-c64a55b448d0],WORD,HANDWRITING,89.939,0.88696,0.38271,4,[0.00]
[b7afeba9-8ddb-46f2-8075-f2621672cbd3],WORD,HANDWRITING,99.401,0.88715,0.51134,4,[0.4]
[39f0b2c2-3bb5-433b-bd47-07f4a32332cd],WORD,HANDWRITING,99.792,0.88792,0.58318,4,[0.00]
[3571ac45-96df-44ea-8e13-5ccd7bfee875],WORD,HANDWRITING,99.749,0.88708,0.71993,4,[0.00]
[5f866558-bee0-4233-b7d1-344322470022],WORD,HANDWRITING,99.274,0.88787,0.85051,4,[0.00]
[b4a62c8d-9587-4f2c-8cd0-efaad8ec79e0],WORD,PRINTED,98.088,0.88575,0.93214,4,[31]
[ffc7c6aa-2bfd-4616-9842-f5e4ad23e20c],WORD,PRINTED,99.075,0.91075,0.04327,4,[Totals]
[20a1bc22-f674-4cfc-9023-9bc1f67098d0],WORD,PRINTED,19.599,0.91059,0.10788,4,[6.79/159]
[979caba2-1bd7-477d-848b-b98aab0df6a9],WORD,HANDWRITING,98.477,0.91202,0.24613,4,[1.41]
[80015244-ac51-4f24-abfb-af69b5bd412a],WORD,HANDWRITING,91.863,0.91002,0.31481,4,[2.46]
[26bc9039-7615-44f8-a141-6e4d0096c68e],WORD,PRINTED,92.314,0.91239,0.45089,4,[2.10]
[0ab3be64-79e7-43b5-852d-f961e1e2abf2],WORD,HANDWRITING,75.175,0.91136,0.51523,4,[2.52]
[44d8a539-83d3-4db5-b1c2-98301a2136f8],WORD,HANDWRITING,89.259,0.91130,0.58832,4,[3.25]
[6ff6f09b-de4a-497a-915c-55ca85c1f8f8],WORD,HANDWRITING,98.398,0.91224,0.65271,4,[1.14]
[eb10c51a-0082-43f3-b101-6eddbbc72c65],WORD,PRINTED,96.247,0.91240,0.71950,4,[0.48]
[fed2f339-e580-423e-a9f2-f27bb6cb08bd],WORD,HANDWRITING,97.059,0.91251,0.79082,4,[3.37]
[a288b4b7-1e6e-4101-a0f9-09d1705f4a0a],WORD,HANDWRITING,94.292,0.91261,0.85431,4,[4.41]
