Block Id,BlockType,TextType,Confidence,Top,Left,Text
[4daba1d7-02d2-415c-99e2-ad23852b8527],WORD,HANDWRITING,20.092,0.00687,0.01653,[list Dour]
[243e61c8-85e5-44bf-9ccb-e5fe368b0071],WORD,PRINTED,99.857,0.04210,0.22600,[REGISTER]
[79555434-bf4d-4270-8006-a75b58db0cb5],WORD,PRINTED,99.971,0.04141,0.39575,[OF]
[0f3806c0-cfd8-4f9b-8790-a6c974ccdda6],WORD,PRINTED,99.725,0.04105,0.45649,[RAINFALL]
[802c2ef5-5023-4e32-b061-94fb8b499921],WORD,PRINTED,99.939,0.04036,0.62861,[IN]
[0897de83-4db7-4d3a-9358-392be3823683],WORD,HANDWRITING,62.719,0.03742,0.68646,[1878]
[99adde59-1b9a-436b-959c-6f6c381e429d],WORD,PRINTED,99.003,0.07328,0.01532,[Kept]
[09365157-2831-41b3-a63e-efdb37f9830e],WORD,PRINTED,98.211,0.07505,0.06556,[at]
[0ced3b91-5fee-4ea8-bc06-b038e3b768a7],WORD,HANDWRITING,79.351,0.06114,0.07830,[Bodorgan]
[dacfa6e8-32a8-4e70-80c1-fd23a3d0d7e9],WORD,PRINTED,99.949,0.07262,0.29745,[in]
[9c182e8c-2fc6-4b01-aef0-e9dd3a6e6fd1],WORD,PRINTED,99.979,0.07257,0.32525,[the]
[e4a8ca7d-3017-4c55-a8ff-1357f164164c],WORD,PRINTED,98.831,0.07200,0.36136,[County]
[9dfd7fad-967e-4a11-afe5-720c81e26bbb],WORD,PRINTED,99.545,0.07219,0.43059,[of]
[de8a5eee-ec44-4c6c-8e19-05816a460920],WORD,HANDWRITING,93.328,0.05867,0.44944,[anglesey]
[a54e579a-383c-4827-9eee-19969c5c5f75],WORD,HANDWRITING,99.925,0.07155,0.62514,[by]
[c9a53dfa-3dda-46ca-86c0-166de454b34e],WORD,HANDWRITING,97.529,0.05898,0.63157,[Joseph]
[5795c375-f89d-409d-85a1-1277c5923c18],WORD,HANDWRITING,31.658,0.05386,0.75993,[Ellaw]
[d4d0aea2-4b12-41d0-92c2-30273ea5a9a5],WORD,PRINTED,99.728,0.09571,0.01274,[Latitude]
